l[deg]     b[deg]     dist[kpc] edist[kpc] pml[masyr] epml[masyr] pmb[masyr] epmb[masyr] pmlpmbcorr[] vlos[kms] evlos[kms] apogee[0,1] component[0,1] feh[dex] alpha[dex] age[]   index  
-39.812818  -4.753234  5.2125  0.7181 -6.8998  0.0387 -1.2820  0.0449   0.0449   -8.7044    0.0748  0.0000  0.0000 -99.0000 -99.0000 -99.0000 38247.0000
 -2.991028  -5.320050  7.5387  0.9799 -7.5991  0.0516 -8.3179  0.0468   0.0468    5.8359    0.0792  1.0000 -99.0000 -99.0000 -99.0000 -99.0000 221776.0000
  0.495960  -2.025364  6.4160  0.9887 -4.1834  0.0285 -3.5534  0.0627   0.0627   55.5196    0.0741  0.0000 -99.0000 -99.0000 -99.0000 -99.0000 452287.0000
-10.231932 -10.569120  9.3236  1.2196 -6.1234  0.0568 -0.9236  0.0297   0.0297  -47.1404    0.0675  1.0000 -99.0000 -99.0000 -99.0000 -99.0000 388307.0000
 -7.233805   0.019367 11.8532  1.7332 -7.7923  0.0712 -1.0970  0.0396   0.0396  -42.1511    0.0812  0.0000 -99.0000 -99.0000 -99.0000 -99.0000 195952.0000
 -2.811771  11.153236  8.8069  1.3177 -5.9092  0.0518 -3.5233  0.0527   0.0527  -77.0499    0.0819  1.0000 -99.0000 -99.0000 -99.0000 -99.0000 132098.0000
 -0.813289  -4.940433  5.6769  0.7353 -8.5621  0.0634  0.0435  0.0702   0.0702  110.0531    0.0984  0.0000 -99.0000 -99.0000 -99.0000 -99.0000 473617.0000
 16.590470  -3.835114  7.7319  1.2066 -8.0840  0.0588 -2.9487  0.0401   0.0401  112.3591    0.0842  1.0000  0.0000 -99.0000 -99.0000 -99.0000 24916.0000
-23.509417   5.929326  4.3801  0.4628 -4.9121  0.0410 -1.2963  0.0612   0.0612  -20.7772    0.0809  0.0000  0.0000 -99.0000 -99.0000 -99.0000 72373.0000
-10.578164  -3.729315  7.7150  1.0194 -6.7858  0.0443  4.4919  0.0544   0.0544 -159.8325    0.1135  1.0000 12.0000 -99.0000 -99.0000 -99.0000 51032.0000
 26.628474   2.004943  7.0203  1.0736 -4.4728  0.0472  0.7984  0.0526   0.0526   72.5997    0.0573  0.0000 -99.0000 -99.0000 -99.0000 -99.0000 132166.0000
  7.668391  11.060765  5.3144  0.4678 -4.5460  0.0484  3.4050  0.0431   0.0431  104.1098    0.0692  1.0000 -99.0000 -99.0000 -99.0000 -99.0000 429003.0000
  1.353147  -6.298678  5.0897  0.7533 -3.0348  0.0604  0.7137  0.0591   0.0591  -22.9118    0.0682  0.0000 -99.0000 -99.0000 -99.0000 -99.0000 356671.0000
-16.496356  -5.500996  7.5680  1.1599 -8.0297  0.0481 -1.1893  0.0518   0.0518 -103.2293    0.0522  1.0000 -99.0000 -99.0000 -99.0000 -99.0000 305534.0000
-10.641007  -2.640296  3.6279  0.7054 -3.0150  0.0589 -0.3954  0.0407   0.0407   16.6615    0.0861  0.0000 -99.0000 -99.0000 -99.0000 -99.0000 322009.0000
 33.394446  -9.060102  7.1482  0.9560 -5.3808  0.0610  0.9182  0.0491   0.0491   13.0920    0.0479  1.0000  0.0000 -99.0000 -99.0000 -99.0000 90073.0000
  1.182156   1.135737  6.5609  0.7407 -4.0487  0.0511 -8.4503  0.0668   0.0668 -172.7198    0.0530  0.0000 -99.0000 -99.0000 -99.0000 -99.0000 177501.0000
 33.560943   1.437507  6.0768  0.8682 -6.6591  0.0624  2.0068  0.0372   0.0372   67.4586    0.0199  1.0000 -99.0000 -99.0000 -99.0000 -99.0000 426742.0000
 20.941219   1.475215  4.9405  0.5113 -4.7609  0.0382 -1.2987  0.0614   0.0614   14.7089    0.0673  0.0000 -99.0000 -99.0000 -99.0000 -99.0000 402423.0000
-35.790954  -4.928709  4.9286  0.5879 -3.6300  0.0750 -2.3249  0.0706   0.0706  -43.3379    0.0676  1.0000 -99.0000 -99.0000 -99.0000 -99.0000 270086.0000
 13.401989   5.078596  4.3905  0.6658 -6.1038  0.0361  0.6928  0.0465   0.0465  -25.3152    0.0739  0.0000 -99.0000 -99.0000 -99.0000 -99.0000 263679.0000
-10.707265 -14.132157  8.4871  0.9932 -6.6125  0.0653  0.0660  0.0483   0.0483  -74.4862    0.0731  1.0000 -99.0000 -99.0000 -99.0000 -99.0000 272642.0000
-25.480469   8.767174  4.7195  0.5807 -5.6307  0.0610  0.4546  0.0626   0.0626  -29.1094    0.0606  0.0000 -99.0000 -99.0000 -99.0000 -99.0000 397148.0000
 11.660082   2.505448  5.6665  0.7966 -2.5803  0.0357 -0.9299  0.0423   0.0423  -17.5289    0.1026  1.0000 -99.0000 -99.0000 -99.0000 -99.0000 427430.0000
 -6.526658  -3.049860  5.1392  0.5521 -0.5425  0.0537 -1.5938  0.0532   0.0532  -99.5382    0.0749  0.0000 -99.0000 -99.0000 -99.0000 -99.0000 460673.0000
 28.246845   5.979376  7.0831  0.9153 -5.5490  0.0377  0.5475  0.0510   0.0510   60.4199    0.0422  1.0000 -99.0000 -99.0000 -99.0000 -99.0000 185912.0000
  3.160577   2.381656  7.8596  1.1410 -9.7482  0.0426  2.6831  0.0311   0.0311  177.1388    0.0661  0.0000 -99.0000 -99.0000 -99.0000 -99.0000 207176.0000
 17.136351   0.158523  5.3992  0.5767 -8.2364  0.0341  0.2933  0.0440   0.0440   -9.6929    0.0987  1.0000  0.0000 -99.0000 -99.0000 -99.0000 1236.0000
 -1.329522   4.879707  5.0091  0.7346 -0.3904  0.0462  1.4811  0.0501   0.0501   -7.4335    0.0638  0.0000 -99.0000 -99.0000 -99.0000 -99.0000 284023.0000
 28.130477   0.434541  5.4124  0.9065 -6.0873  0.0569  0.6600  0.0427   0.0427   73.5550    0.0817  1.0000 -99.0000 -99.0000 -99.0000 -99.0000 355393.0000
 24.466932  -9.243585  4.6255  0.5400 -5.3792  0.0333  4.9831  0.0425   0.0425   11.2123    0.0812  0.0000 -99.0000 -99.0000 -99.0000 -99.0000 491406.0000
 -8.749091 -10.205822  7.2351  0.9264 -6.5257  0.0560 -2.4128  0.0417   0.0417   11.4177    0.0742  1.0000 -99.0000 -99.0000 -99.0000 -99.0000 220910.0000
 23.968644  -2.001947  3.4003  0.4428 -5.0225  0.0661 -1.7283  0.0685   0.0685   76.1723    0.0457  0.0000 -99.0000 -99.0000 -99.0000 -99.0000 117960.0000
-32.494284   0.544937  4.9240  0.7196 -4.1591  0.0626 -0.2507  0.0414   0.0414  -49.3706    0.0363  1.0000 -99.0000 -99.0000 -99.0000 -99.0000 211248.0000
 -1.978951   2.516987 10.0736  1.3665 -6.4770  0.0494  4.5929  0.0503   0.0503 -180.2868    0.1022  0.0000 20.0000 -99.0000 -99.0000 -99.0000 75394.0000
  5.985702  -5.174168  7.5591  1.1366 -4.2969  0.0324  2.3287  0.0662   0.0662   23.3422    0.0647  1.0000 10.0000 -99.0000 -99.0000 -99.0000 19597.0000
  8.435299  -0.838082  5.1291  0.6740 -0.2772  0.0479  1.2338  0.0227   0.0227  -63.1935    0.0164  0.0000 -99.0000 -99.0000 -99.0000 -99.0000 263995.0000
 30.153610   0.237950  4.6223  0.8454 -4.3923  0.0665 -3.3435  0.0484   0.0484   38.1562    0.0723  1.0000 -99.0000 -99.0000 -99.0000 -99.0000 154942.0000
 -9.156376  -1.137308  4.8631  0.6558 -7.1305  0.0718  4.0009  0.0352   0.0352    6.3116    0.0400  0.0000  0.0000 -99.0000 -99.0000 -99.0000 2448.0000
 11.254453   0.156497  5.4565  0.7398 -1.3492  0.0472  0.2936  0.0621   0.0621   74.6376    0.0860  1.0000 -99.0000 -99.0000 -99.0000 -99.0000 139598.0000
 -4.465856   2.760900  6.3935  0.7782 -6.2340  0.0371 -8.4101  0.0403   0.0403 -145.7861    0.0343  0.0000  0.0000 -99.0000 -99.0000 -99.0000 85852.0000
 -2.996023   6.675785  8.2134  1.4052 -10.0481  0.0328 -3.8071  0.0489   0.0489 -158.0599    0.0829  1.0000 -99.0000 -99.0000 -99.0000 -99.0000 349482.0000
-22.010609  -1.900339  5.1146  0.8120 -4.0482  0.0688 -0.8528  0.0586   0.0586 -116.5155    0.0514  0.0000 -99.0000 -99.0000 -99.0000 -99.0000 116589.0000
 13.211856   1.459484  6.2788  0.8852 -5.7017  0.0643 -2.2238  0.0544   0.0544  138.3239    0.0599  1.0000  0.0000 -99.0000 -99.0000 -99.0000 85420.0000
  2.404780  -0.226710  7.3190  1.1612 -7.1011  0.0893  1.1252  0.0727   0.0727  -13.4326    0.0669  0.0000 -99.0000 -99.0000 -99.0000 -99.0000 443343.0000
 13.144688  11.309797  4.6143  0.6472 -3.8450  0.0627  0.6924  0.0804   0.0804   52.9796    0.0835  1.0000 -99.0000 -99.0000 -99.0000 -99.0000 123004.0000
 -3.260976  -4.845888  4.0689  0.3797 -4.4749  0.0483 -2.8170  0.0510   0.0510  -20.5498    0.0713  0.0000 -99.0000 -99.0000 -99.0000 -99.0000 178646.0000
 13.029529  -4.511084  4.7341  0.7686 -1.2415  0.0554 -0.6150  0.0666   0.0666  -59.8094    0.0603  1.0000 -99.0000 -99.0000 -99.0000 -99.0000 173347.0000
 -4.882236   1.340837  7.8342  1.0178 -6.0095  0.0567 -2.8622  0.0567   0.0567 -135.9105    0.0641  0.0000 -99.0000 -99.0000 -99.0000 -99.0000 201821.0000
-30.911690   0.453013  5.8215  0.9530 -5.2213  0.0598 -1.9648  0.0452   0.0452  -67.6195    0.0190  1.0000 -99.0000 -99.0000 -99.0000 -99.0000 274816.0000
 -2.203543  -1.553312  7.2329  1.3502 -2.4418  0.0544  1.9022  0.0394   0.0394 -249.8776    0.0813  0.0000 -99.0000 -99.0000 -99.0000 -99.0000 476569.0000
 22.877534   0.040866  7.5973  1.3852 -7.3739  0.0442 -1.8325  0.0230   0.0230  103.5015    0.0849  1.0000  0.0000 -99.0000 -99.0000 -99.0000 86576.0000
 28.495446  13.765637  5.5349  0.9393 -5.1817  0.0485  0.4390  0.0548   0.0548   33.2074    0.0452  0.0000 -99.0000 -99.0000 -99.0000 -99.0000 207798.0000
 -3.432899  -5.354263  9.2232  1.3749 -9.2510  0.0436 -2.8283  0.0388   0.0388  -25.5781    0.1254  1.0000 -99.0000 -99.0000 -99.0000 -99.0000 122089.0000
 37.721865   1.684857  8.0372  1.1312 -4.9096  0.0497 -1.3653  0.0465   0.0465   38.6006    0.0718  0.0000 -99.0000 -99.0000 -99.0000 -99.0000 154189.0000
  2.591947 -10.913717  5.5355  0.6864 -6.4635  0.0605 -0.8828  0.0689   0.0689   82.0675    0.0540  1.0000 -99.0000 -99.0000 -99.0000 -99.0000 221112.0000
 15.792159  -5.080900  3.9462  0.5115 -1.6726  0.0640 -2.5469  0.0435   0.0435   45.3607    0.0469  0.0000 -99.0000 -99.0000 -99.0000 -99.0000 456326.0000
 22.086780  -9.762624  3.7415  0.3300 -3.2256  0.0589 -1.6381  0.0484   0.0484   30.3731    0.0490  1.0000 -99.0000 -99.0000 -99.0000 -99.0000 497234.0000
 -8.398831 -24.583632  3.8065  0.6163 -5.0665  0.0490  3.8542  0.0682   0.0682  -48.7773    0.0652  0.0000 -99.0000 -99.0000 -99.0000 -99.0000 395732.0000
  5.906831  -3.359973  6.1803  0.9157 -4.5995  0.0402 -3.4093  0.0489   0.0489   75.0047    0.0859  1.0000 -99.0000 -99.0000 -99.0000 -99.0000 315933.0000
  3.546576   2.240712  6.3500  0.9921 -7.5925  0.0358 -1.1863  0.0665   0.0665  -89.7404    0.0800  0.0000 -99.0000 -99.0000 -99.0000 -99.0000 114890.0000
-20.805842  -5.495409  5.8798  0.8853 -5.1042  0.0405 -1.5325  0.0472   0.0472  -93.2846    0.0774  1.0000 -99.0000 -99.0000 -99.0000 -99.0000 310242.0000
 -5.703790   1.081632  4.3902  0.5397 -7.2007  0.0484  1.2146  0.0677   0.0677  -12.5995    0.0585  0.0000 -99.0000 -99.0000 -99.0000 -99.0000 116066.0000
-10.595112   1.039475  4.4416  0.2642 -0.2594  0.0598 -2.4694  0.0538   0.0538  -21.2627    0.1156  1.0000 -99.0000 -99.0000 -99.0000 -99.0000 170101.0000
-36.249627  -0.240920  4.8680  0.4755 -6.4440  0.0366 -1.9023  0.0591   0.0591  -68.6993    0.0650  0.0000 -99.0000 -99.0000 -99.0000 -99.0000 421766.0000
  7.909589   0.426738  4.5377  0.5530 -1.5796  0.0599 -0.0276  0.0475   0.0475   31.0805    0.0432  1.0000  0.0000 -99.0000 -99.0000 -99.0000 90500.0000
  6.591857   4.854781  4.7792  0.7339 -9.3099  0.0662 -1.1564  0.0430   0.0430  -57.2963    0.0713  0.0000 -99.0000 -99.0000 -99.0000 -99.0000 155456.0000
  6.557178  -3.913524  9.2665  0.9867 -7.5388  0.0416  4.4961  0.0478   0.0478  103.4640    0.0929  1.0000 -99.0000 -99.0000 -99.0000 -99.0000 141737.0000
 -1.991790   1.413494  4.2893  0.3316 -2.1917  0.0509 -0.5383  0.0564   0.0564  -29.0537    0.0778  0.0000 -99.0000 -99.0000 -99.0000 -99.0000 302307.0000
 34.284826  -3.546976  7.9898  1.2510 -6.6562  0.0318  0.8218  0.0369   0.0369   -1.0090    0.0920  1.0000 -99.0000 -99.0000 -99.0000 -99.0000 241870.0000
 11.501255   2.849499  6.4865  1.2304 -7.3170  0.0263 -2.3460  0.0474   0.0474  -48.2155    0.0595  0.0000 -99.0000 -99.0000 -99.0000 -99.0000 289723.0000
  6.517081   0.540854  7.8644  1.1636 -12.2161  0.0535 -1.9067  0.0621   0.0621  106.7085    0.0896  1.0000  0.0000 -99.0000 -99.0000 -99.0000 48939.0000
 27.343151  -1.878195  4.3476  0.4491 -5.2991  0.0435  1.3391  0.0562   0.0562   45.3891    0.0552  0.0000  0.0000 -99.0000 -99.0000 -99.0000 34302.0000
 -8.819755   0.245671  5.1450  0.8026 -5.8654  0.0624 -1.1112  0.0614   0.0614 -135.7216    0.0655  1.0000 -99.0000 -99.0000 -99.0000 -99.0000 293949.0000
 -2.745955  -0.533195  8.0307  1.3085 -8.3476  0.0557  2.4605  0.0519   0.0519 -308.4901    0.0706  0.0000 -99.0000 -99.0000 -99.0000 -99.0000 325666.0000
  7.884198   0.860486  7.0724  1.1612 -0.2409  0.0437  1.2313  0.0416   0.0416   73.5359    0.0852  1.0000 -99.0000 -99.0000 -99.0000 -99.0000 229326.0000
  5.665768   9.316758  4.3305  0.4422 -5.3049  0.0573 -5.3202  0.0285   0.0285   11.3629    0.0779  0.0000 -99.0000 -99.0000 -99.0000 -99.0000 384681.0000
 -8.550426  -4.212762  8.1235  1.1302 -4.6034  0.0456  5.0571  0.0526   0.0526 -193.4409    0.1058  1.0000 -99.0000 -99.0000 -99.0000 -99.0000 115488.0000
-12.221821  -9.471709  5.0045  0.7287 -4.1053  0.0472 -0.5678  0.0456   0.0456   -5.3222    0.0584  0.0000 -99.0000 -99.0000 -99.0000 -99.0000 277756.0000
  5.501975   6.433404  5.3364  1.0747 -3.7116  0.0402 -6.9466  0.0379   0.0379 -110.4480    0.0848  1.0000 -99.0000 -99.0000 -99.0000 -99.0000 327661.0000
  5.421487   2.150243  5.0953  0.7200 -8.8372  0.0464 -0.9975  0.0509   0.0509   42.2752    0.0978  0.0000 -99.0000 -99.0000 -99.0000 -99.0000 260126.0000
-27.318639  -0.016718  7.1765  1.1765 -5.8620  0.0400  0.8774  0.0430   0.0430  -62.0871    0.0420  1.0000  0.0000 -99.0000 -99.0000 -99.0000 40541.0000
 -0.745803  -0.341082  9.2368  1.0819 -6.3851  0.0622  4.0266  0.0539   0.0539 -110.1832    0.0777  0.0000 -99.0000 -99.0000 -99.0000 -99.0000 154670.0000
 18.250352   0.741685  5.0356  0.9871 -5.8209  0.0580 -2.5995  0.0664   0.0664   13.0342    0.0726  1.0000 -99.0000 -99.0000 -99.0000 -99.0000 384415.0000
 -0.588639  -0.470365  9.6551  1.4007 -3.2126  0.0396  2.0728  0.0550   0.0550  146.5849    0.0995  0.0000 -99.0000 -99.0000 -99.0000 -99.0000 290962.0000
-36.194762   6.425649  6.8435  1.0612 -4.8826  0.0667  0.4044  0.0363   0.0363  -58.8033    0.0607  1.0000 -99.0000 -99.0000 -99.0000 -99.0000 376381.0000
  2.663585   2.473587  6.6546  0.8303 -9.5056  0.0566 -2.1675  0.0459   0.0459   22.5371    0.1049  0.0000 -99.0000 -99.0000 -99.0000 -99.0000 317414.0000
 33.574037  -3.346126  6.0817  1.0105 -7.4429  0.0473  0.3296  0.0476   0.0476   37.0479    0.0845  1.0000 -99.0000 -99.0000 -99.0000 -99.0000 307900.0000
 -1.474016  -0.946003  8.3352  1.3466 -6.8225  0.0521  0.4518  0.0660   0.0660  -45.3649    0.0531  0.0000 -99.0000 -99.0000 -99.0000 -99.0000 455324.0000
-31.997780   0.344133  9.5278  1.5525 -7.0534  0.0546 -2.3999  0.0353   0.0353   -2.3264    0.1255  1.0000 -99.0000 -99.0000 -99.0000 -99.0000 167087.0000
  3.943301  12.788970  5.5165  0.5553 -7.9376  0.0628  3.9677  0.0609   0.0609  -17.6598    0.0738  0.0000 -99.0000 -99.0000 -99.0000 -99.0000 345888.0000
 18.066620   0.502375  8.0805  1.2062 -6.0908  0.0565 -0.3542  0.0582   0.0582  103.1615    0.0921  1.0000 -99.0000 -99.0000 -99.0000 -99.0000 499353.0000
 -3.186911  -1.442236  9.0534  1.2007 -10.6387  0.0557 -0.7229  0.0592   0.0592   12.0726    0.0553  0.0000 -99.0000 -99.0000 -99.0000 -99.0000 162683.0000
 -8.623660   0.618940  5.7068  0.7654 -7.4127  0.0537  3.8035  0.0503   0.0503  -90.8741    0.0483  1.0000 -99.0000 -99.0000 -99.0000 -99.0000 255771.0000
 18.582029  -1.278582  4.8898  0.7583 -2.9206  0.0441 -5.9644  0.0554   0.0554   16.3124    0.0733  0.0000 -99.0000 -99.0000 -99.0000 -99.0000 449064.0000
 33.229165  -4.322760  4.2332  0.3226 -4.4131  0.0403 -0.0644  0.0649   0.0649   -0.0393    0.0523  1.0000 -99.0000 -99.0000 -99.0000 -99.0000 361829.0000
  7.410057   9.806973  4.7547  0.4597 -5.1571  0.0481 -4.1081  0.0465   0.0465  -62.1195    0.0872  0.0000 -99.0000 -99.0000 -99.0000 -99.0000 166822.0000
 35.202218   0.265519  6.3708  0.8409 -6.6980  0.0334  2.1569  0.0617   0.0617   32.8723    0.0779  1.0000 -99.0000 -99.0000 -99.0000 -99.0000 367953.0000
 -2.003385   1.004945  7.0477  1.0336 -2.9979  0.0599  1.7126  0.0605   0.0605   30.8988    0.0583  0.0000 20.0000 -99.0000 -99.0000 -99.0000 27620.0000
-37.751800   0.503571  4.9361  0.4975 -8.4465  0.0667 -0.8494  0.0527   0.0527  -37.5371    0.0690  1.0000 -99.0000 -99.0000 -99.0000 -99.0000 105760.0000
  3.226162  -2.584431  7.1346  1.1300 -5.3792  0.0333 -5.2139  0.0539   0.0539  170.2634    0.0468  0.0000 -99.0000 -99.0000 -99.0000 -99.0000 108381.0000
-31.151417   0.706185  7.2821  1.0210 -5.0751  0.0425  1.0719  0.0791   0.0791  -52.0780    0.0522  1.0000  0.0000 -99.0000 -99.0000 -99.0000 19885.0000
-22.827772  -3.473989  4.1855  0.4985 -3.8790  0.0433 -1.3720  0.0486   0.0486  -84.8068    0.0863  0.0000  0.0000 -99.0000 -99.0000 -99.0000 83237.0000
  0.122234   7.140099  4.0911  0.4457 -7.7989  0.0613 -3.0610  0.0533   0.0533   73.4361    0.0835  1.0000 -99.0000 -99.0000 -99.0000 -99.0000 376682.0000
-27.997751  -6.094066  5.7750  0.8875 -5.6483  0.0608 -4.2374  0.0371   0.0371  -38.6434    0.0493  0.0000 -99.0000 -99.0000 -99.0000 -99.0000 288419.0000
-31.539991   1.496966  9.3546  1.3862 -6.6202  0.0246 -1.5979  0.0479   0.0479   -9.1700    0.0757  1.0000  0.0000 -99.0000 -99.0000 -99.0000 1557.0000
 -1.963909 -27.881508  3.7494  0.3417 -2.7766  0.0502 -4.5635  0.0580   0.0580   25.9356    0.0600  0.0000 -99.0000 -99.0000 -99.0000 -99.0000 106600.0000
-16.315697   0.891465  5.6020  0.7329 -3.6568  0.0462 -1.3792  0.0463   0.0463  -73.3730    0.0762  1.0000  0.0000 -99.0000 -99.0000 -99.0000 74136.0000
 13.047335   8.036440  4.4151  0.5512 -1.5946  0.0546 -3.8828  0.0503   0.0503  -34.2281    0.0524  0.0000 -99.0000 -99.0000 -99.0000 -99.0000 160800.0000
 28.545069  -9.598921  4.4162  0.5226 -4.0536  0.0522 -6.2286  0.0607   0.0607   30.1781    0.0677  1.0000  0.0000 -99.0000 -99.0000 -99.0000 41845.0000
  2.498180  -0.410493  4.3826  0.9689 -6.5498  0.0490  2.8883  0.0458   0.0458   38.3016    0.0574  0.0000 -99.0000 -99.0000 -99.0000 -99.0000 286274.0000
 -9.393170   1.696040  7.8566  0.9490 -3.7016  0.0600  2.6100  0.0451   0.0451 -115.9092    0.0410  1.0000 -99.0000 -99.0000 -99.0000 -99.0000 258241.0000
-20.583188   4.774880  5.3341  0.7422 -5.6378  0.0479 -0.1614  0.0437   0.0437   30.1029    0.0893  0.0000 -99.0000 -99.0000 -99.0000 -99.0000 494228.0000
 23.227441  11.944204  4.7391  0.5545 -7.3667  0.0442  0.6457  0.0690   0.0690  -21.1652    0.0762  1.0000 -99.0000 -99.0000 -99.0000 -99.0000 288608.0000
 -6.151977  -7.816634  4.6527  0.3678 -2.4090  0.0421 -3.5302  0.0826   0.0826   19.2136    0.0468  0.0000 -99.0000 -99.0000 -99.0000 -99.0000 411686.0000
 16.797411   0.122285  6.4356  0.6941 -7.6172  0.0661 -2.0795  0.0385   0.0385  131.6232    0.0724  1.0000  0.0000 -99.0000 -99.0000 -99.0000 38219.0000
  3.224451  -0.376361  6.4153  0.8333 -8.4291  0.0683  0.7726  0.0542   0.0542  -66.6741    0.0733  0.0000 -99.0000 -99.0000 -99.0000 -99.0000 469199.0000
-27.159217  -4.587308  5.5336  0.8882 -5.5483  0.0597 -0.6816  0.0298   0.0298 -121.3226    0.0592  1.0000 -99.0000 -99.0000 -99.0000 -99.0000 427599.0000
  0.547797  -2.920199  4.9270  0.5790 -6.3606  0.0611 -0.8294  0.0472   0.0472  114.2547    0.0946  0.0000  0.0000 -99.0000 -99.0000 -99.0000 64572.0000
 11.400604   5.801820  8.2290  1.1623 -7.6003  0.0578  4.8876  0.0633   0.0633   83.0998    0.0906  1.0000 -99.0000 -99.0000 -99.0000 -99.0000 414473.0000
