l[deg]     b[deg]     dist[kpc] edist[kpc] pml[masyr] epml[masyr] pmb[masyr] epmb[masyr] pmlpmbcorr[] vlos[kms] evlos[kms] apogee[0,1] component[0,1] feh[dex] alpha[dex] age[]   index  
 23.229277  -1.135061 10.6610  0.7344 -6.4293  0.0364  0.8704  0.0597   0.0597   45.4693    0.0923  1.0000  0.0000 -99.0000 -99.0000 -99.0000 682918.0000
 -0.159270  -0.016763  8.2527  0.6156 -7.2085  0.0457  0.8963  0.0752   0.0752  -43.8154    0.0464  0.0000  0.0000 -99.0000 -99.0000 -99.0000 360447.0000
 10.007298   1.394588  5.4988  0.3831 -4.1693  0.0667 -0.6968  0.0695   0.0695 -133.6642    0.1144  1.0000  0.0000 -99.0000 -99.0000 -99.0000 275252.0000
  0.962574  -0.358367  8.2207  0.6232 -6.2157  0.0746 -0.6142  0.0883   0.0883   60.9723    0.0356  0.0000  0.0000 -99.0000 -99.0000 -99.0000 621105.0000
  5.063530  -1.094052  5.8203  0.3310 -10.2340  0.0786  0.8552  0.0470   0.0470   66.4347    0.0661  1.0000  0.0000 -99.0000 -99.0000 -99.0000 898550.0000
-30.181635  -4.956219  4.6789  0.1890 -9.0503  0.0677 -0.5670  0.0458   0.0458  -76.7387    0.0810  0.0000  0.0000 -99.0000 -99.0000 -99.0000 716637.0000
  0.486841  -6.483730  6.1368  0.4131 -8.7214  0.0687  1.2812  0.0632   0.0632  -20.2872    0.0702  1.0000  0.0000 -99.0000 -99.0000 -99.0000 282002.0000
-15.022041   2.447584 11.6817  0.9474 -7.2877  0.0612  1.6857  0.0625   0.0625  -14.3222    0.0526  0.0000  0.0000 -99.0000 -99.0000 -99.0000 867193.0000
-13.616428  -0.821393  9.6708  0.6427 -7.0866  0.0803 -0.5567  0.0462   0.0462 -129.0201    0.0824  1.0000  0.0000 -99.0000 -99.0000 -99.0000 974280.0000
-29.562434   2.608761  9.6545  0.8355 -6.6750  0.0639  0.0150  0.0398   0.0398  -39.9592    0.0691  0.0000  0.0000 -99.0000 -99.0000 -99.0000 125240.0000
 23.756840   1.023259 10.4817  0.7854 -7.2060  0.0568 -0.9270  0.0581   0.0581  -44.8688    0.0545  1.0000  0.0000 -99.0000 -99.0000 -99.0000 311040.0000
 -4.039591  -0.206272  9.1446  0.7146 -4.9738  0.0862 -0.5872  0.0488   0.0488  -26.4851    0.0849  0.0000  0.0000 -99.0000 -99.0000 -99.0000 732127.0000
  5.295544  -1.109945  7.4059  0.4857 -4.8012  0.0904 -2.2332  0.0497   0.0497 -133.2205    0.0695  1.0000  0.0000 -99.0000 -99.0000 -99.0000 992597.0000
  9.159994   0.190760  6.7691  0.4092 -8.1278  0.0820  0.0571  0.0730   0.0730 -105.7587    0.0592  0.0000  0.0000 -99.0000 -99.0000 -99.0000 519479.0000
 -8.490980  -1.405024 10.4288  0.8213 -5.2919  0.0616 -0.7320  0.0875   0.0875   42.7428    0.0987  1.0000  0.0000 -99.0000 -99.0000 -99.0000 904897.0000
 -1.564848   2.241376  8.3419  0.7322 -6.1484  0.0671 -3.3417  0.0644   0.0644 -157.9742    0.0810  0.0000  0.0000 -99.0000 -99.0000 -99.0000 633280.0000
-22.716148  -0.790813  6.5133  0.4727 -7.8222  0.0640 -0.5792  0.0694   0.0694 -114.5585    0.0814  1.0000  0.0000 -99.0000 -99.0000 -99.0000 826786.0000
  7.367377   0.024821  6.0146  0.4487 -4.7914  0.0687 -1.2660  0.0818   0.0818 -140.6513    0.0765  0.0000  0.0000 -99.0000 -99.0000 -99.0000 206317.0000
 -3.966990  -1.364962  8.4871  0.6242 -8.4645  0.0745  1.0486  0.0600   0.0600   20.5909    0.0669  1.0000  0.0000 -99.0000 -99.0000 -99.0000 746748.0000
-12.510679  -2.240654  4.0338  0.2563 -2.8714  0.0719  1.1521  0.0722   0.0722    1.7678    0.0629  0.0000  0.0000 -99.0000 -99.0000 -99.0000 241380.0000
 -9.111143  -0.854774  8.5234  0.7092 -6.0916  0.0921  0.6993  0.0673   0.0673  -38.3422    0.0807  1.0000  0.0000 -99.0000 -99.0000 -99.0000 904344.0000
-11.711437  -1.593720 11.6909  0.9748 -6.5114  0.0698  0.0075  0.0562   0.0562  -78.6010    0.0941  0.0000  0.0000 -99.0000 -99.0000 -99.0000 239177.0000
 -9.037973 -11.207639  5.5019  0.3125 -4.1656  0.0675  0.6506  0.1182   0.1182  -56.3456    0.0560  1.0000  0.0000 -99.0000 -99.0000 -99.0000 932834.0000
 -0.080022   0.030500  7.5713  0.5559 -5.8193  0.0746  0.2987  0.0652   0.0652   -2.2689    0.0516  0.0000  0.0000 -99.0000 -99.0000 -99.0000 293080.0000
 -4.582186  -0.867724  7.9988  0.5696 -4.4751  0.0853  0.2180  0.0974   0.0974 -310.0946    0.0758  1.0000  0.0000 -99.0000 -99.0000 -99.0000 171584.0000
-17.458749   8.215192  4.3338  0.3286 -3.7924  0.0931 -1.5403  0.0575   0.0575  -23.6185    0.0583  0.0000  0.0000 -99.0000 -99.0000 -99.0000 634783.0000
  0.268961  -3.371489  7.4709  0.5176 -3.9289  0.0968  1.9580  0.0933   0.0933 -163.2682    0.0536  1.0000  0.0000 -99.0000 -99.0000 -99.0000 156241.0000
 -3.494157   0.665270  7.3020  0.5645 -5.2909  0.0648 -0.2814  0.0426   0.0426   99.1643    0.0694  0.0000  0.0000 -99.0000 -99.0000 -99.0000 853115.0000
-13.409082   3.587920  4.8894  0.2327 -4.6974  0.1002  1.8138  0.0620   0.0620  -53.8129    0.0629  1.0000  0.0000 -99.0000 -99.0000 -99.0000 355944.0000
  9.547370  -0.088761  5.9033  0.3813 -7.0466  0.0930 -0.6034  0.0679   0.0679   43.1315    0.0748  0.0000  0.0000 -99.0000 -99.0000 -99.0000 729614.0000
 -4.025882   1.407122  9.4212  0.7522 -8.6001  0.0366 -1.6039  0.0608   0.0608   15.0697    0.0482  1.0000  0.0000 -99.0000 -99.0000 -99.0000 738738.0000
 -2.197234   1.133632  7.4339  0.5589 -8.1649  0.0425 -5.8776  0.0459   0.0459 -134.7389    0.0642  0.0000  0.0000 -99.0000 -99.0000 -99.0000 804004.0000
 -4.124112  -1.410821  9.3466  0.7963 -6.0839  0.0661  2.4258  0.0865   0.0865 -153.4300    0.0349  1.0000  0.0000 -99.0000 -99.0000 -99.0000 219400.0000
 33.361367   1.455161  6.4342  0.4344 -7.3212  0.0769 -0.5674  0.0383   0.0383   61.2789    0.0285  0.0000  0.0000 -99.0000 -99.0000 -99.0000 251962.0000
 14.560858   1.398958  5.2857  0.3800 -0.6641  0.0901 -0.1997  0.0755   0.0755  -18.7179    0.0388  1.0000  0.0000 -99.0000 -99.0000 -99.0000 19630.0000
-29.115796  -0.467660  9.7100  0.7580 -5.3281  0.0731 -0.3995  0.0743   0.0743  -57.3901    0.0545  0.0000  0.0000 -99.0000 -99.0000 -99.0000 699146.0000
  5.139279  -1.238967  5.0801  0.2943 -8.0246  0.0601  0.0014  0.0853   0.0853   96.7249    0.0700  1.0000  0.0000 -99.0000 -99.0000 -99.0000 824296.0000
-34.048583   1.261504  5.5651  0.3914 -6.9276  0.0750 -0.3619  0.0574   0.0574  -39.0187    0.1096  0.0000  0.0000 -99.0000 -99.0000 -99.0000 121431.0000
  9.809675  -3.752974  7.5209  0.6644 -0.8101  0.0765  1.4479  0.0557   0.0557  -23.4662    0.0438  1.0000  0.0000 -99.0000 -99.0000 -99.0000 955166.0000
-28.521006   0.952680  3.7012  0.1351 -4.3462  0.0738 -0.3581  0.0683   0.0683    6.1359    0.0609  0.0000  0.0000 -99.0000 -99.0000 -99.0000 110525.0000
  5.417109   1.017559  6.7779  0.3976 -2.4941  0.0626 -2.5643  0.0847   0.0847 -132.3516    0.0747  1.0000  0.0000 -99.0000 -99.0000 -99.0000 926050.0000
 16.817950   1.770150  4.7239  0.3446 -2.1074  0.0912 -0.5650  0.0692   0.0692   32.1933    0.0796  0.0000  0.0000 -99.0000 -99.0000 -99.0000 166345.0000
 -4.259070   9.110693  5.9264  0.4819 -5.6962  0.0731 -0.1983  0.0774   0.0774  -77.5107    0.0576  1.0000  0.0000 -99.0000 -99.0000 -99.0000 809370.0000
 -2.153983   0.742981  6.7762  0.4825 -2.2859  0.0700 -2.3354  0.0828   0.0828  -75.8915    0.0626  0.0000  0.0000 -99.0000 -99.0000 -99.0000 426293.0000
 23.696661   0.950677  5.1908  0.2566 -6.7728  0.0603 -1.0719  0.0723   0.0723  100.7715    0.0569  1.0000  0.0000 -99.0000 -99.0000 -99.0000 803446.0000
  0.489088   0.639950  7.8357  0.4452 -10.1651  0.0647 -0.2586  0.0627   0.0627  -74.4135    0.0864  0.0000  0.0000 -99.0000 -99.0000 -99.0000 801403.0000
 -4.424226   6.972194  6.8425  0.5538 -4.7719  0.0951  4.4054  0.0826   0.0826  -62.1543    0.0699  1.0000  0.0000 -99.0000 -99.0000 -99.0000 776551.0000
 -0.113705   0.616308  8.7661  0.6407 -7.0095  0.0662  2.1030  0.0879   0.0879  113.7211    0.1212  0.0000  0.0000 -99.0000 -99.0000 -99.0000 769780.0000
 32.351124  -1.250969  8.0543  0.6334 -6.2664  0.0263  0.3860  0.0772   0.0772   44.2896    0.0846  1.0000  0.0000 -99.0000 -99.0000 -99.0000 432135.0000
 -9.679199  -0.030843  5.2443  0.3301 -4.8221  0.0385  0.0390  0.0918   0.0918  -45.8057    0.0689  0.0000  0.0000 -99.0000 -99.0000 -99.0000 74795.0000
-17.659540  -3.868393  4.9713  0.3719 -6.8512  0.0656  0.6313  0.0681   0.0681   48.0177    0.0834  1.0000  0.0000 -99.0000 -99.0000 -99.0000 766717.0000
 -4.957656  -9.019118  7.1723  0.4679 -4.3839  0.0445  2.4199  0.0774   0.0774  -98.9939    0.0727  0.0000  0.0000 -99.0000 -99.0000 -99.0000 396713.0000
  5.060368  -1.499295  5.1316  0.2578 -5.6807  0.0717  0.1187  0.0698   0.0698  -94.8725    0.0803  1.0000  0.0000 -99.0000 -99.0000 -99.0000 846549.0000
  0.981934  -0.212010  8.1095  0.6189 -4.3013  0.0576 -0.1637  0.0743   0.0743 -109.5746    0.0695  0.0000  0.0000 -99.0000 -99.0000 -99.0000 97677.0000
 32.689637   1.026330  8.1264  0.5709 -8.4097  0.0878 -0.3073  0.0438   0.0438  -43.9056    0.0923  1.0000  0.0000 -99.0000 -99.0000 -99.0000 633574.0000
  0.125718   0.245012  8.4624  0.6219 -2.6050  0.0614 -3.5147  0.0702   0.0702 -227.4125    0.1089  0.0000  0.0000 -99.0000 -99.0000 -99.0000 578515.0000
 23.339457   1.706613  8.6324  0.6446 -5.8093  0.0699 -1.0260  0.0552   0.0552   68.2992    0.0568  1.0000  0.0000 -99.0000 -99.0000 -99.0000 775467.0000
 -1.292500   0.142710  7.9053  0.5742 -2.5922  0.0971  1.7877  0.0565   0.0565   53.4047    0.0427  0.0000  0.0000 -99.0000 -99.0000 -99.0000 258753.0000
  9.491969  -1.253519  7.2978  0.4946 -9.5363  0.0673 -1.5626  0.0596   0.0596  127.5491    0.0649  1.0000  0.0000 -99.0000 -99.0000 -99.0000 229582.0000
  0.443083  -3.201336  8.7975  0.7093 -4.6097  0.0687  4.8715  0.0712   0.0712   69.3871    0.0904  0.0000  0.0000 -99.0000 -99.0000 -99.0000 347794.0000
 -3.919690  -1.041046  8.4375  0.6238 -6.9612  0.0571  0.6911  0.0676   0.0676   61.7633    0.1132  1.0000  0.0000 -99.0000 -99.0000 -99.0000 267494.0000
  3.092138  -1.549688  6.9570  0.6170 -4.8452  0.0563 -3.7374  0.0666   0.0666 -145.1109    0.0931  0.0000  0.0000 -99.0000 -99.0000 -99.0000 352191.0000
-22.118772  -1.366269  5.4227  0.3436 -8.0323  0.0812 -0.8448  0.0853   0.0853  -65.9961    0.0713  1.0000  0.0000 -99.0000 -99.0000 -99.0000 836496.0000
 13.050736   0.804524 10.7206  0.9041 -8.2366  0.0749  0.3835  0.0725   0.0725    7.5162    0.0802  0.0000  0.0000 -99.0000 -99.0000 -99.0000 766426.0000
 18.499713   3.491319  9.3147  0.7232 -7.6943  0.0597  0.4790  0.0865   0.0865   55.4639    0.0693  1.0000  0.0000 -99.0000 -99.0000 -99.0000 128806.0000
-29.419051   0.372286  5.1097  0.2905 -5.4458  0.0498 -1.1470  0.0853   0.0853  -52.9168    0.0727  0.0000  0.0000 -99.0000 -99.0000 -99.0000 500731.0000
-31.575117   1.117589  6.7123  0.3972 -7.2260  0.0589 -0.3652  0.0796   0.0796  -72.7105    0.0753  1.0000  0.0000 -99.0000 -99.0000 -99.0000 121344.0000
  0.166598  -0.468079  8.4284  0.6530 -5.6222  0.0560 -1.2375  0.0530   0.0530   75.0434    0.0573  0.0000  0.0000 -99.0000 -99.0000 -99.0000 472057.0000
 14.046238  -1.357822 11.0127  0.8901 -6.4344  0.0653 -0.5731  0.0655   0.0655   42.0722    0.1201  1.0000  0.0000 -99.0000 -99.0000 -99.0000 492681.0000
  6.365420  -1.212034  6.4814  0.4463 -7.5515  0.0651 -1.1104  0.0547   0.0547  117.4329    0.0671  0.0000  0.0000 -99.0000 -99.0000 -99.0000 154976.0000
 -8.635465   4.145253  5.5055  0.3284 -9.2959  0.0909  0.5416  0.0655   0.0655 -100.6892    0.0538  1.0000  0.0000 -99.0000 -99.0000 -99.0000 310668.0000
 -4.967102   1.491526  6.6897  0.4861 -10.0593  0.0751 -0.7387  0.0501   0.0501 -120.7633    0.1054  0.0000  0.0000 -99.0000 -99.0000 -99.0000 992275.0000
-27.059511   0.925748  6.4855  0.3969 -4.9113  0.0830 -0.4213  0.0648   0.0648 -119.4399    0.0598  1.0000  0.0000 -99.0000 -99.0000 -99.0000 150756.0000
 -3.403283  -6.797660  6.0203  0.4148 -3.8030  0.0652 -2.5293  0.0836   0.0836  -49.1433    0.0663  0.0000  0.0000 -99.0000 -99.0000 -99.0000 666533.0000
 -4.295810  -6.699157  6.6461  0.4488 -7.0587  0.0645 -0.0577  0.0899   0.0899    9.9816    0.0674  1.0000  0.0000 -99.0000 -99.0000 -99.0000 212729.0000
  1.580459   0.267860  7.3654  0.5662 -6.8524  0.0718  1.4551  0.0841   0.0841 -134.6204    0.0113  0.0000  0.0000 -99.0000 -99.0000 -99.0000 787821.0000
 23.364275   1.640138 11.4882  0.9740 -6.8681  0.0575 -0.1865  0.0879   0.0879  -32.8013    0.0062  1.0000  0.0000 -99.0000 -99.0000 -99.0000 601595.0000
  1.228951   0.794362  8.0870  0.6369 -0.7353  0.0902 -2.1910  0.0819   0.0819  -94.2842    0.0570  0.0000  0.0000 -99.0000 -99.0000 -99.0000 463545.0000
 -3.960111   1.548670  8.2189  0.6095 -4.9499  0.0956 -2.0876  0.0959   0.0959 -181.1884    0.0787  1.0000  0.0000 -99.0000 -99.0000 -99.0000 231006.0000
 -2.970286   0.871937  9.3379  0.8440 -7.2096  0.0906 -0.4889  0.0764   0.0764  -93.6672    0.0367  0.0000  0.0000 -99.0000 -99.0000 -99.0000 255855.0000
  5.106936  -1.225696  4.1465  0.2630 -4.8887  0.0734 -0.6014  0.0703   0.0703  -28.7541    0.0851  1.0000  0.0000 -99.0000 -99.0000 -99.0000 360826.0000
 -1.208510  -0.123718  7.9708  0.6228 -1.8704  0.0653  2.3539  0.0430   0.0430  136.4833    0.0679  0.0000  0.0000 -99.0000 -99.0000 -99.0000 355844.0000
 23.735963   0.933363 10.1371  0.8214 -7.4268  0.0522 -0.1639  0.0478   0.0478   49.4500    0.0762  1.0000  0.0000 -99.0000 -99.0000 -99.0000 151276.0000
 35.672714  -2.090961  6.2626  0.5712 -9.3510  0.0925 -0.5779  0.0899   0.0899  -29.9370    0.0923  0.0000  0.0000 -99.0000 -99.0000 -99.0000 863057.0000
 -4.243034  -3.611707  6.0813  0.4694 -3.2428  0.0662  4.5192  0.0798   0.0798  -37.5895    0.0911  1.0000  0.0000 -99.0000 -99.0000 -99.0000 457260.0000
  1.345963  -1.418543  6.6679  0.3974 -7.7931  0.0560  0.1006  0.0567   0.0567  147.3422    0.1016  0.0000  0.0000 -99.0000 -99.0000 -99.0000 321052.0000
 27.879915  -1.484974 10.3654  0.8103 -7.0437  0.0800 -0.1608  0.0562   0.0562  -13.8854    0.0542  1.0000  0.0000 -99.0000 -99.0000 -99.0000 131047.0000
  3.711492   0.433222  6.9076  0.5212 -5.0801  0.0756  4.4682  0.0636   0.0636  171.6269    0.0847  0.0000  0.0000 -99.0000 -99.0000 -99.0000 593953.0000
-17.783425  -1.701092 10.3490  0.7776 -7.0028  0.0349 -0.7125  0.0658   0.0658 -106.0013    0.0603  1.0000  0.0000 -99.0000 -99.0000 -99.0000 297530.0000
  0.475178  -0.201468  5.9698  0.3523 -2.9183  0.0630 -0.9404  0.0733   0.0733 -188.2081    0.0678  0.0000  0.0000 -99.0000 -99.0000 -99.0000 645899.0000
 32.567464   1.554701  8.3523  0.6059 -7.6689  0.0642 -1.0146  0.0603   0.0603   48.7287    0.0540  1.0000  0.0000 -99.0000 -99.0000 -99.0000 586449.0000
 -0.934146  -1.413935  8.2161  0.5829 -7.7365  0.0897 -3.6999  0.0562   0.0562  -37.4808    0.0768  0.0000  0.0000 -99.0000 -99.0000 -99.0000 615010.0000
 32.297689  -1.189797  5.8267  0.4467 -3.9014  0.0867  0.3204  0.0558   0.0558   -8.7070    0.0892  1.0000  0.0000 -99.0000 -99.0000 -99.0000 925054.0000
 41.474077  -5.175128  5.4016  0.3688 -3.6024  0.0535  1.0934  0.0613   0.0613    3.1380    0.0862  0.0000  0.0000 -99.0000 -99.0000 -99.0000 334178.0000
-18.112517   1.033430  8.3532  0.6369 -6.8643  0.0721 -0.6536  0.0633   0.0633 -124.9414    0.0743  1.0000  0.0000 -99.0000 -99.0000 -99.0000 715522.0000
 -3.395000  -3.474645  7.2483  0.5669 -2.7647  0.0706  2.6339  0.0571   0.0571  155.1915    0.0472  0.0000  0.0000 -99.0000 -99.0000 -99.0000 490030.0000
 -3.906546  -1.005311  7.7488  0.6967 -7.8720  0.0737 -1.1442  0.0824   0.0824 -123.5612    0.0518  1.0000  0.0000 -99.0000 -99.0000 -99.0000 842781.0000
-25.219431   3.955455  8.7028  0.6323 -6.6174  0.0746 -0.2608  0.0545   0.0545  -63.8100    0.0617  0.0000  0.0000 -99.0000 -99.0000 -99.0000 508001.0000
-13.201042   1.158496  7.3233  0.4665 -7.2349  0.0618  1.1507  0.0653   0.0653  -70.2004    0.0605  1.0000  0.0000 -99.0000 -99.0000 -99.0000 187891.0000
  6.229850   1.143507  6.0314  0.4078 -8.2539  0.0562 -3.5042  0.0837   0.0837   -9.6097    0.0788  0.0000  0.0000 -99.0000 -99.0000 -99.0000 703779.0000
-18.100246   0.860910  6.5042  0.4744 -5.0715  0.0948  0.3524  0.1006   0.1006  -54.1095    0.0818  1.0000  0.0000 -99.0000 -99.0000 -99.0000 115636.0000
-28.287121  -1.336617  6.9358  0.4084 -6.0174  0.0486 -0.3135  0.0575   0.0575 -118.6453    0.0568  0.0000  0.0000 -99.0000 -99.0000 -99.0000 332467.0000
  5.024185  -3.823581  6.8909  0.4584 -10.5582  0.0926 -0.0802  0.0570   0.0570   17.7157    0.0638  1.0000  0.0000 -99.0000 -99.0000 -99.0000 668267.0000
  1.560300   1.680811  9.7071  0.7666 -7.5614  0.0297  1.4298  0.0664   0.0664 -167.7260    0.0458  0.0000  0.0000 -99.0000 -99.0000 -99.0000 445941.0000
-26.708697  -1.643125  4.0930  0.2421 -2.1555  0.0577  1.1023  0.1129   0.1129  -26.7877    0.0517  1.0000  0.0000 -99.0000 -99.0000 -99.0000 870496.0000
  0.934826  -2.038650  6.0228  0.3145 -3.8375  0.0770  0.3421  0.0740   0.0740  -19.0429    0.0358  0.0000  0.0000 -99.0000 -99.0000 -99.0000 56523.0000
  0.103544  -4.002148  8.6089  0.6577 -7.6026  0.0770 -0.8038  0.0724   0.0724  -84.0980    0.0872  1.0000  0.0000 -99.0000 -99.0000 -99.0000 38452.0000
 -0.385815  -0.647459  7.7424  0.5853 -5.3918  0.0701  3.1904  0.0933   0.0933    7.2171    0.0367  0.0000  0.0000 -99.0000 -99.0000 -99.0000 483704.0000
  9.230663  -1.189176  7.7098  0.5845 -2.9764  0.0916 -2.1593  0.0400   0.0400  -74.7760    0.0679  1.0000  0.0000 -99.0000 -99.0000 -99.0000 712168.0000
-32.976760   0.486584  4.3533  0.1766 -7.3731  0.0675 -1.3359  0.0725   0.0725   26.6321    0.0600  0.0000  0.0000 -99.0000 -99.0000 -99.0000 925840.0000
-26.739155  -1.092728  4.0996  0.1549 -5.7736  0.0796 -1.9342  0.0720   0.0720  -78.5862    0.0738  1.0000  0.0000 -99.0000 -99.0000 -99.0000 294560.0000
  0.691020   0.052330  7.5678  0.4993 -2.4514  0.0813 -1.6837  0.1180   0.1180  172.1470    0.0628  0.0000  0.0000 -99.0000 -99.0000 -99.0000 686066.0000
 27.642848   1.745439  4.7353  0.2006 -3.3703  0.0648  0.0830  0.0508   0.0508  -39.3308    0.0802  1.0000  0.0000 -99.0000 -99.0000 -99.0000 682246.0000
 34.730125  -1.367696  9.5193  0.7172 -6.1059  0.0702  0.5397  0.0511   0.0511   60.1369    0.0633  0.0000  0.0000 -99.0000 -99.0000 -99.0000 78443.0000
  9.784777  -1.535399  7.0159  0.5296 -3.1982  0.0693  0.1185  0.0811   0.0811  -68.6903    0.0847  1.0000  0.0000 -99.0000 -99.0000 -99.0000 701185.0000
-41.621897   0.224326  5.9080  0.3308 -7.9548  0.0751 -0.0155  0.0854   0.0854 -103.1077    0.0565  0.0000  0.0000 -99.0000 -99.0000 -99.0000 311403.0000
 -4.235119   1.286721  5.9953  0.3862 -0.7769  0.0792  0.4797  0.0724   0.0724   36.9313    0.0777  1.0000  0.0000 -99.0000 -99.0000 -99.0000 415006.0000
 -1.026331  -0.553733  6.9601  0.4444 -4.0547  0.0513 -0.3195  0.1038   0.1038  -70.9108    0.0938  0.0000  0.0000 -99.0000 -99.0000 -99.0000 555598.0000
 -4.284474   1.637701  7.7760  0.6438 -3.1558  0.0616  1.9465  0.0679   0.0679  -51.6448    0.0890  1.0000  0.0000 -99.0000 -99.0000 -99.0000 320059.0000
 39.174885   1.164504  6.9253  0.4150 -7.6462  0.0863  0.0538  0.0748   0.0748  -53.3688    0.0831  0.0000  0.0000 -99.0000 -99.0000 -99.0000 290580.0000
  4.884670  -1.471327  7.3331  0.5489 -9.0612  0.0889 -0.5272  0.0775   0.0775  155.6437    0.0544  1.0000  0.0000 -99.0000 -99.0000 -99.0000 705160.0000
 -2.350946   1.460666  6.7900  0.4666 -6.9970  0.0731 -1.9803  0.0629   0.0629 -113.4586    0.0569  0.0000  0.0000 -99.0000 -99.0000 -99.0000 604403.0000
 13.998132   1.597138  8.8533  0.6972 -6.9625  0.0682  0.3993  0.0650   0.0650  128.4586    0.0605  1.0000  0.0000 -99.0000 -99.0000 -99.0000 474759.0000
 22.070455  -0.144951  3.9492  0.2222 -7.0633  0.0600  1.1078  0.0902   0.0902   -8.0876    0.0874  0.0000  0.0000 -99.0000 -99.0000 -99.0000 492517.0000
 -8.505512  -1.536392  7.4274  0.5268 -5.3281  0.0688 -1.8720  0.0622   0.0622   15.5812    0.0848  1.0000  0.0000 -99.0000 -99.0000 -99.0000 686756.0000
  5.901087  -5.102368  5.7273  0.3018 -6.5663  0.0739  1.5692  0.0748   0.0748   81.7344    0.0743  0.0000  0.0000 -99.0000 -99.0000 -99.0000 211794.0000
-31.840526   0.883032  5.3313  0.3432 -6.5446  0.0876  0.4689  0.0474   0.0474  -50.6582    0.0762  1.0000  0.0000 -99.0000 -99.0000 -99.0000 978539.0000
  2.754756  -5.633011  7.0705  0.5757 -7.0740  0.0755 -3.3152  0.0692   0.0692  135.9900    0.0754  0.0000  0.0000 -99.0000 -99.0000 -99.0000 260739.0000
 -3.654123  -1.389878  8.7914  0.6235 -4.7081  0.0477  0.1556  0.0748   0.0748 -220.0813    0.0686  1.0000  0.0000 -99.0000 -99.0000 -99.0000 640609.0000
  3.212716   1.812331  6.2573  0.3774 -6.9690  0.0578 -3.2228  0.0917   0.0917   -5.4855    0.1025  0.0000  0.0000 -99.0000 -99.0000 -99.0000 782825.0000
 -8.585934  -1.588301  9.8110  0.7775 -6.5505  0.0517  0.6181  0.0471   0.0471   81.6871    0.0554  1.0000  0.0000 -99.0000 -99.0000 -99.0000 83665.0000
 24.429913   1.129713  5.9010  0.4112 -9.7556  0.0693 -0.3743  0.0977   0.0977   61.8483    0.0682  0.0000  0.0000 -99.0000 -99.0000 -99.0000 690260.0000
