l[deg]     b[deg]     dist[kpc] edist[kpc] pml[masyr] epml[masyr] pmb[masyr] epmb[masyr] pmlpmbcorr[] vlos[kms] evlos[kms] apogee[0,1] component[0,1] feh[dex] alpha[dex] age[]   index  
 -8.957918   2.293520  3.6930  0.0061 -4.3565  0.0005  2.1960  0.0004   0.0004  -23.8013    0.0008  0.0000 -99.0000 -99.0000 -99.0000 -99.0000 162267.0000
-20.078470   5.671339  5.5905  0.0061 -6.6050  0.0006 -1.3081  0.0004   0.0004   33.8067    0.0008  1.0000 -99.0000 -99.0000 -99.0000 -99.0000 221614.0000
  0.031331   0.832575  4.6842  0.0079 -1.0309  0.0004  0.4202  0.0004   0.0004   37.1161    0.0009  0.0000 -99.0000 -99.0000 -99.0000 -99.0000 268390.0000
  7.961026   0.648283  7.0812  0.0115 -5.6183  0.0006  6.2229  0.0006   0.0006  181.7014    0.0011  1.0000 -99.0000 -99.0000 -99.0000 -99.0000 224366.0000
 -5.395748   1.798515  5.9769  0.0081 -3.8384  0.0004  1.8835  0.0005   0.0005  119.0933    0.0004  0.0000 -99.0000 -99.0000 -99.0000 -99.0000 113219.0000
 28.489921  -3.677223  4.1804  0.0066 -4.7148  0.0004  0.6331  0.0004   0.0004   58.1886    0.0006  1.0000  0.0000 -99.0000 -99.0000 -99.0000 29504.0000
-20.482637   3.102498  6.4467  0.0087 -2.6393  0.0005 -1.7666  0.0005   0.0005  -60.3401    0.0004  0.0000 -99.0000 -99.0000 -99.0000 -99.0000 207485.0000
-10.493602  -4.904394  4.7487  0.0065 -1.5622  0.0004  2.2011  0.0005   0.0005  -35.8665    0.0007  1.0000 -99.0000 -99.0000 -99.0000 -99.0000 141470.0000
 -2.931340   2.178807  7.4172  0.0115 -3.7421  0.0005 10.5411  0.0005   0.0005  -40.5838    0.0012  0.0000 -99.0000 -99.0000 -99.0000 -99.0000 208795.0000
  7.531507  -5.156909  5.6049  0.0074 -3.8757  0.0004  0.5395  0.0002   0.0002 -141.9105    0.0009  1.0000 -99.0000 -99.0000 -99.0000 -99.0000 345128.0000
 37.550342   2.861148  5.2859  0.0052 -8.9769  0.0008 -1.9524  0.0004   0.0004   46.8186    0.0003  0.0000 -99.0000 -99.0000 -99.0000 -99.0000 315196.0000
-31.763332   0.059168  3.7541  0.0042 -8.4014  0.0007  2.0250  0.0006   0.0006    3.4913    0.0008  1.0000 -99.0000 -99.0000 -99.0000 -99.0000 352464.0000
 -8.838090  -0.349235  6.8686  0.0093 -3.4770  0.0006  0.0122  0.0005   0.0005 -158.0637    0.0004  0.0000 12.0000 -99.0000 -99.0000 -99.0000 99872.0000
 17.577064   0.464207  5.2454  0.0043 -3.3118  0.0004 -5.0324  0.0005   0.0005   65.0267    0.0005  1.0000 -99.0000 -99.0000 -99.0000 -99.0000 117727.0000
  5.458604   9.668990  7.0906  0.0096 -1.4072  0.0006  1.0938  0.0004   0.0004   67.1201    0.0006  0.0000 -99.0000 -99.0000 -99.0000 -99.0000 199918.0000
 12.525563  -3.789202  4.3508  0.0038 -7.6806  0.0005  0.3920  0.0006   0.0006   -9.0539    0.0003  1.0000 -99.0000 -99.0000 -99.0000 -99.0000 110738.0000
 -0.344515  -1.873715  7.4056  0.0117 -4.6328  0.0005 -4.7454  0.0006   0.0006  198.9248    0.0008  0.0000 -99.0000 -99.0000 -99.0000 -99.0000 437186.0000
  1.425235   7.158274  6.8368  0.0091 -3.9740  0.0006 -5.0069  0.0005   0.0005 -114.8189    0.0007  1.0000 20.0000 -99.0000 -99.0000 -99.0000 22386.0000
  3.040595  -5.734117  8.8894  0.0140 -4.8691  0.0003 -1.3057  0.0005   0.0005   84.8512    0.0009  0.0000 -99.0000 -99.0000 -99.0000 -99.0000 451278.0000
  7.531624   0.957622  6.7928  0.0088 -6.6818  0.0007 -0.6491  0.0006   0.0006  102.8583    0.0009  1.0000 20.0000 -99.0000 -99.0000 -99.0000 73866.0000
 16.066557  -2.969024  5.9852  0.0081 -8.4541  0.0005 -2.9053  0.0005   0.0005   76.5073    0.0008  0.0000 -99.0000 -99.0000 -99.0000 -99.0000 303435.0000
 28.096473   1.781385  5.4635  0.0056 -5.0192  0.0005 -3.0773  0.0006   0.0006   87.0684    0.0005  1.0000 -99.0000 -99.0000 -99.0000 -99.0000 142377.0000
 41.244356   4.411112  6.2558  0.0075 -5.9269  0.0005 -0.4634  0.0007   0.0007  -15.4669    0.0003  0.0000 -99.0000 -99.0000 -99.0000 -99.0000 386988.0000
-32.047838   0.429644  3.8463  0.0058 -6.1121  0.0003 -1.2599  0.0005   0.0005    7.0429    0.0010  1.0000  0.0000 -99.0000 -99.0000 -99.0000 99923.0000
 -3.640948   0.522408  9.0064  0.0135 -9.3366  0.0004  3.5287  0.0004   0.0004   29.3324    0.0004  0.0000 20.0000 -99.0000 -99.0000 -99.0000 98801.0000
 -3.544003  -9.034140  7.5345  0.0129 -4.8657  0.0005 -5.3315  0.0004   0.0004  -74.5092    0.0005  1.0000 20.0000 -99.0000 -99.0000 -99.0000 68628.0000
 38.629650  -2.195021  5.0857  0.0071 -3.9063  0.0004  0.6461  0.0003   0.0003   70.5292    0.0005  0.0000 -99.0000 -99.0000 -99.0000 -99.0000 254989.0000
 23.440555  13.161621  3.7609  0.0019 -3.8519  0.0005 -0.1194  0.0007   0.0007   60.7960    0.0009  1.0000  0.0000 -99.0000 -99.0000 -99.0000 78915.0000
 11.623626   8.904603  5.0741  0.0074 -6.4942  0.0004  1.5396  0.0004   0.0004   88.8306    0.0007  0.0000 -99.0000 -99.0000 -99.0000 -99.0000 445392.0000
 11.817879   1.426141  6.3281  0.0082 -3.1163  0.0003 -1.6101  0.0006   0.0006 -145.0549    0.0007  1.0000 -99.0000 -99.0000 -99.0000 -99.0000 378399.0000
-40.123737  -2.464120  6.0031  0.0087 -7.6988  0.0002 -1.9844  0.0004   0.0004   28.6293    0.0006  0.0000 -99.0000 -99.0000 -99.0000 -99.0000 317834.0000
-20.169534   6.285004  4.1120  0.0043 -3.1239  0.0006 -3.0012  0.0004   0.0004   26.7964    0.0008  1.0000 -99.0000 -99.0000 -99.0000 -99.0000 144763.0000
 36.343333   4.501645  4.9672  0.0058 -6.1564  0.0005  1.4022  0.0004   0.0004   88.0533    0.0008  0.0000 -99.0000 -99.0000 -99.0000 -99.0000 131969.0000
-26.174799   2.070413  5.9903  0.0084 -5.9454  0.0006 -0.0368  0.0004   0.0004  -64.9960    0.0011  1.0000  0.0000 -99.0000 -99.0000 -99.0000 48568.0000
 23.831088   8.062072  3.6384  0.0062 -4.8429  0.0005 -1.8921  0.0003   0.0003   -2.2526    0.0006  0.0000 -99.0000 -99.0000 -99.0000 -99.0000 227228.0000
-10.683739  -4.047525  6.3191  0.0094 -8.9424  0.0005 -1.7911  0.0003   0.0003 -114.1315    0.0006  1.0000 -99.0000 -99.0000 -99.0000 -99.0000 104884.0000
  1.482443   4.160553  5.0388  0.0031 -1.7224  0.0003 -1.9418  0.0005   0.0005    7.7796    0.0009  0.0000 -99.0000 -99.0000 -99.0000 -99.0000 492923.0000
 13.429157   0.451989  5.6231  0.0080 -5.7780  0.0006 -2.2523  0.0005   0.0005   13.3148    0.0008  1.0000 -99.0000 -99.0000 -99.0000 -99.0000 205686.0000
 -0.195150   2.784313  8.2071  0.0092 -6.9634  0.0005 -4.9730  0.0008   0.0008  -22.1398    0.0010  0.0000 -99.0000 -99.0000 -99.0000 -99.0000 310659.0000
 29.440605   6.659174  4.7977  0.0050 -4.4335  0.0007  1.2911  0.0006   0.0006   20.1131    0.0008  1.0000  0.0000 -99.0000 -99.0000 -99.0000 89694.0000
 23.149364  -0.393411  4.1099  0.0052 -1.6335  0.0006 -0.9192  0.0005   0.0005   97.9690    0.0010  0.0000 -99.0000 -99.0000 -99.0000 -99.0000 467402.0000
 -4.697512   6.269060  5.6457  0.0073 -7.2437  0.0006 -3.3376  0.0003   0.0003   36.3629    0.0006  1.0000 -99.0000 -99.0000 -99.0000 -99.0000 254139.0000
 -7.792156   9.599998  4.0373  0.0043 -5.8700  0.0006 -5.7870  0.0004   0.0004 -101.6711    0.0004  0.0000 -99.0000 -99.0000 -99.0000 -99.0000 352813.0000
-31.809769   1.513856  5.7733  0.0093 -5.5925  0.0005  1.7655  0.0004   0.0004  -82.2289    0.0006  1.0000 -99.0000 -99.0000 -99.0000 -99.0000 421347.0000
-10.007270  -1.976864  5.3089  0.0047 -4.2862  0.0004  0.5900  0.0006   0.0006 -118.6462    0.0008  0.0000 -99.0000 -99.0000 -99.0000 -99.0000 194324.0000
 -4.992935  -9.633936  7.1364  0.0105 -8.0317  0.0005  2.6991  0.0006   0.0006 -131.0424    0.0006  1.0000 20.0000 -99.0000 -99.0000 -99.0000 23232.0000
-15.226620   2.732424  5.0670  0.0066 -9.0973  0.0005 -0.9542  0.0006   0.0006   26.3562    0.0007  0.0000 -99.0000 -99.0000 -99.0000 -99.0000 179314.0000
 17.657895   7.635591  6.2709  0.0085 -5.3750  0.0004  0.2977  0.0004   0.0004   19.5218    0.0008  1.0000 -99.0000 -99.0000 -99.0000 -99.0000 229723.0000
 -4.528265   2.477536  4.8388  0.0049 -3.4152  0.0005  0.5723  0.0004   0.0004   41.8416    0.0008  0.0000  0.0000 -99.0000 -99.0000 -99.0000 79111.0000
 11.522732   1.779645  9.2819  0.0125 -6.6377  0.0009  3.3369  0.0005   0.0005   -8.5313    0.0008  1.0000 -99.0000 -99.0000 -99.0000 -99.0000 186616.0000
 17.226149  -2.774233  6.7041  0.0076 -7.6201  0.0005 -2.4740  0.0004   0.0004   89.2524    0.0001  0.0000 -99.0000 -99.0000 -99.0000 -99.0000 429725.0000
 18.136476   0.258754  6.3115  0.0059 -3.0468  0.0005  0.2727  0.0006   0.0006  136.6349    0.0007  1.0000 -99.0000 -99.0000 -99.0000 -99.0000 213319.0000
 12.920279  -8.060722  4.5684  0.0082 -2.8854  0.0004  0.8921  0.0005   0.0005   40.2352    0.0007  0.0000 -99.0000 -99.0000 -99.0000 -99.0000 173807.0000
 23.640132   0.168557  5.7820  0.0086 -6.0609  0.0004  1.6002  0.0004   0.0004   68.0857    0.0009  1.0000 -99.0000 -99.0000 -99.0000 -99.0000 161341.0000
-32.712276  -1.759698  9.2309  0.0152 -5.0724  0.0006  0.9934  0.0003   0.0003  -34.4608    0.0011  0.0000 -99.0000 -99.0000 -99.0000 -99.0000 318234.0000
 23.613962   1.486947  5.5022  0.0059 -7.3266  0.0004 -1.6117  0.0005   0.0005   80.7231    0.0011  1.0000 -99.0000 -99.0000 -99.0000 -99.0000 220771.0000
 21.875390   0.277421  5.4747  0.0066 -1.8624  0.0002 -2.4303  0.0005   0.0005   -2.0094    0.0007  0.0000 -99.0000 -99.0000 -99.0000 -99.0000 241961.0000
 -8.494919   0.962184  9.2317  0.0123 -9.5050  0.0007 -1.2517  0.0008   0.0008  -15.9996    0.0003  1.0000 -99.0000 -99.0000 -99.0000 -99.0000 336238.0000
  0.151423   0.739426  8.4269  0.0117 -5.9954  0.0006 -0.8153  0.0006   0.0006 -277.7299    0.0003  0.0000 -99.0000 -99.0000 -99.0000 -99.0000 280257.0000
  5.896002   1.959728  5.3411  0.0066 -1.1628  0.0003  0.7302  0.0005   0.0005  -12.0820    0.0006  1.0000 -99.0000 -99.0000 -99.0000 -99.0000 185931.0000
  3.661117  -0.705764  5.6917  0.0054 -9.8760  0.0004  2.3088  0.0006   0.0006   45.7814    0.0008  0.0000 -99.0000 -99.0000 -99.0000 -99.0000 184069.0000
 -9.303045  -4.407557  5.1332  0.0072 -3.2576  0.0002 -6.2153  0.0005   0.0005  -35.9322    0.0004  1.0000 -99.0000 -99.0000 -99.0000 -99.0000 482273.0000
  4.260367  -8.348065  4.6879  0.0084 -5.0760  0.0005 -1.4088  0.0006   0.0006 -101.5887    0.0008  0.0000 -99.0000 -99.0000 -99.0000 -99.0000 499533.0000
  0.392693   6.065026  9.7831  0.0128 -8.7094  0.0006  1.4942  0.0003   0.0003  -82.6863    0.0000  1.0000 20.0000 -99.0000 -99.0000 -99.0000 93402.0000
-23.872284  -7.597726  4.1726  0.0027 -6.8023  0.0006 -1.9192  0.0006   0.0006  -11.1626    0.0006  0.0000 -99.0000 -99.0000 -99.0000 -99.0000 272983.0000
 -9.160860   1.640697  5.5833  0.0073 -5.3669  0.0006 -2.1643  0.0006   0.0006   -1.9782    0.0005  1.0000 -99.0000 -99.0000 -99.0000 -99.0000 462879.0000
 -3.514886   4.510972  5.4509  0.0091 -3.6977  0.0003 -0.9799  0.0004   0.0004 -137.4714    0.0004  0.0000 -99.0000 -99.0000 -99.0000 -99.0000 125102.0000
  7.210004   2.064867  7.9848  0.0098 -5.4904  0.0003  4.2268  0.0006   0.0006   19.3613    0.0005  1.0000 18.0000 -99.0000 -99.0000 -99.0000 14762.0000
-35.663368 -12.142528  5.0252  0.0073 -7.7114  0.0007  0.5019  0.0006   0.0006  -27.0491    0.0004  0.0000  0.0000 -99.0000 -99.0000 -99.0000 95128.0000
 16.900885   7.460671  4.1393  0.0029 -3.6666  0.0004 -1.5218  0.0005   0.0005   20.8591    0.0011  1.0000 -99.0000 -99.0000 -99.0000 -99.0000 313977.0000
 16.222736  -8.484230  4.9256  0.0048 -6.9536  0.0004 -3.2345  0.0006   0.0006   -2.4102    0.0007  0.0000 -99.0000 -99.0000 -99.0000 -99.0000 351489.0000
-32.610005   0.969671  8.2137  0.0113 -6.4013  0.0005 -0.9599  0.0006   0.0006 -102.0908    0.0007  1.0000 -99.0000 -99.0000 -99.0000 -99.0000 136873.0000
 -2.118404   2.092286  7.1852  0.0108 -5.0121  0.0006 -3.3574  0.0002   0.0002  109.7418    0.0006  0.0000 -99.0000 -99.0000 -99.0000 -99.0000 100965.0000
 17.290474   6.726670  3.6081  0.0050 -2.8012  0.0007  0.7876  0.0006   0.0006   35.0559    0.0007  1.0000 -99.0000 -99.0000 -99.0000 -99.0000 215727.0000
 -0.281922   0.474424  8.1759  0.0145 -8.7794  0.0005  2.4693  0.0004   0.0004   53.7155    0.0008  0.0000 -99.0000 -99.0000 -99.0000 -99.0000 331543.0000
  0.416199  -9.130967  6.0955  0.0061 -6.6617  0.0004  1.2699  0.0005   0.0005  -83.1140    0.0008  1.0000 -99.0000 -99.0000 -99.0000 -99.0000 213128.0000
 -8.302681  -1.297861  5.4254  0.0054 -3.1751  0.0003  5.7444  0.0006   0.0006 -143.0437    0.0007  0.0000 -99.0000 -99.0000 -99.0000 -99.0000 307058.0000
  6.033727   0.559263  7.9975  0.0118 -8.1124  0.0006  2.5200  0.0006   0.0006   92.6069    0.0008  1.0000 -99.0000 -99.0000 -99.0000 -99.0000 314987.0000
  1.589839   1.807027  8.1248  0.0110 -6.8297  0.0003  1.4544  0.0006   0.0006  254.3566    0.0007  0.0000 -99.0000 -99.0000 -99.0000 -99.0000 206492.0000
-19.489588   0.591438  6.3772  0.0090 -7.0517  0.0003  2.1266  0.0005   0.0005  -26.1059    0.0007  1.0000 -99.0000 -99.0000 -99.0000 -99.0000 247794.0000
 -3.266868   5.461908  8.6951  0.0135 -1.0702  0.0005  2.8445  0.0004   0.0004 -105.3013    0.0007  0.0000 -99.0000 -99.0000 -99.0000 -99.0000 204555.0000
  7.993511   1.100909  4.3673  0.0055 -4.2307  0.0006  0.1225  0.0006   0.0006  -46.3210    0.0008  1.0000 -99.0000 -99.0000 -99.0000 -99.0000 421764.0000
 -6.705655  -3.557968  5.4946  0.0059 -1.4026  0.0005 -2.3929  0.0005   0.0005  -69.6014    0.0012  0.0000 -99.0000 -99.0000 -99.0000 -99.0000 169367.0000
-14.416487   1.039418  3.7618  0.0028 -2.8184  0.0006 -3.8325  0.0007   0.0007  -20.9998    0.0008  1.0000 -99.0000 -99.0000 -99.0000 -99.0000 141515.0000
  5.627227  -6.493653  7.0701  0.0114 -3.8879  0.0005  5.3262  0.0004   0.0004    8.9600    0.0006  0.0000 -99.0000 -99.0000 -99.0000 -99.0000 431543.0000
 -8.245005   5.635240  8.2259  0.0102 -4.3223  0.0004 -1.2752  0.0006   0.0006 -125.1078    0.0005  1.0000 13.0000 -99.0000 -99.0000 -99.0000 84088.0000
-21.093440   5.337324  4.9440  0.0083 -3.2695  0.0005 -2.5999  0.0006   0.0006  -61.8255    0.0006  0.0000  0.0000 -99.0000 -99.0000 -99.0000 84680.0000
 -3.614708 -14.859445  5.1522  0.0061 -6.5035  0.0003 -2.9187  0.0007   0.0007   99.8263    0.0005  1.0000 -99.0000 -99.0000 -99.0000 -99.0000 449405.0000
 -0.028545  -0.656926  8.1456  0.0118 -2.1153  0.0003  0.3390  0.0006   0.0006 -294.9142    0.0009  0.0000 20.0000 -99.0000 -99.0000 -99.0000 41538.0000
-20.524122   0.792425  5.3076  0.0069 -9.1431  0.0005 -0.7479  0.0004   0.0004   27.7083    0.0010  1.0000  0.0000 -99.0000 -99.0000 -99.0000 12629.0000
 -6.384691  -3.278798  4.4503  0.0034 -5.9284  0.0005 -1.1180  0.0006   0.0006  -10.7108    0.0007  0.0000 -99.0000 -99.0000 -99.0000 -99.0000 446562.0000
  6.245438   1.127291  7.7406  0.0111 -4.2159  0.0005 -1.9617  0.0006   0.0006   24.8666    0.0006  1.0000 -99.0000 -99.0000 -99.0000 -99.0000 112441.0000
 10.575862  -3.923771  3.5075  0.0033 -4.3216  0.0004 -4.7663  0.0002   0.0002   41.9759    0.0005  0.0000 -99.0000 -99.0000 -99.0000 -99.0000 260487.0000
-14.731376  -9.083744  6.4236  0.0088 -4.2131  0.0007 -0.1402  0.0005   0.0005 -143.3134    0.0009  1.0000  0.0000 -99.0000 -99.0000 -99.0000 79539.0000
-30.451638 -11.472466  3.6892  0.0043 -5.5664  0.0004 -0.3871  0.0006   0.0006  -72.4009    0.0008  0.0000 -99.0000 -99.0000 -99.0000 -99.0000 390119.0000
-26.141172   2.329447  5.9961  0.0077 -8.0231  0.0005 -1.2811  0.0007   0.0007  -75.4208    0.0005  1.0000 -99.0000 -99.0000 -99.0000 -99.0000 385529.0000
  1.382732  -0.916541  8.0964  0.0129 -4.1715  0.0005 -6.2325  0.0005   0.0005  158.0136    0.0008  0.0000 -99.0000 -99.0000 -99.0000 -99.0000 222212.0000
  6.382740   1.701162  6.7652  0.0098 -8.5806  0.0004  0.3901  0.0003   0.0003   -8.5255    0.0005  1.0000 -99.0000 -99.0000 -99.0000 -99.0000 451154.0000
-14.957178  22.484002  4.4708  0.0036 -4.9287  0.0007  1.1956  0.0004   0.0004   16.4827    0.0008  0.0000 -99.0000 -99.0000 -99.0000 -99.0000 117111.0000
  0.024459   6.687465  7.3984  0.0130 -1.0965  0.0005 -2.4167  0.0005   0.0005 -234.0887    0.0005  1.0000  0.0000 -99.0000 -99.0000 -99.0000 21616.0000
 -4.184605   1.108527  5.1137  0.0052 -2.8921  0.0006 -0.8149  0.0006   0.0006   41.7566    0.0007  0.0000 -99.0000 -99.0000 -99.0000 -99.0000 233379.0000
 28.489306  -3.581868  3.9073  0.0056 -0.6071  0.0004  0.4016  0.0005   0.0005  -21.1122    0.0007  1.0000 -99.0000 -99.0000 -99.0000 -99.0000 414351.0000
