l[deg]     b[deg]     dist[kpc] edist[kpc] pml[masyr] epml[masyr] pmb[masyr] epmb[masyr] pmlpmbcorr[] vlos[kms] evlos[kms] apogee[0,1] component[0,1] feh[dex] alpha[dex] age[]   index  
 -2.066233  -0.185644  7.9478  1.1235 -6.7601  0.0464  0.1019  0.0559   0.0559  -20.9310    0.0623  0.0000 -1.0000 -99.0000 -99.0000 -99.0000 61726.0000
  7.279010  -4.554999  4.6698  0.7745 -3.3093  0.0668 -2.1112  0.0337   0.0337   49.0181    0.0738  1.0000  0.0000 -99.0000 -99.0000 -99.0000 91066.0000
 -0.739614   0.284909  8.1952  1.1715 -6.8769  0.0360 -3.0630  0.0410   0.0410  131.2243    0.0790  0.0000 -99.0000 -99.0000 -99.0000 -99.0000 356081.0000
 19.095592  11.946370  4.5806  0.4071 -5.9893  0.0372 -1.6116  0.0483   0.0483   58.0458    0.0649  1.0000 -99.0000 -99.0000 -99.0000 -99.0000 310561.0000
  8.616970   0.528033  6.1155  0.6878 -6.6282  0.0302  6.1582  0.0473   0.0473  -26.1602    0.0484  0.0000 -99.0000 -99.0000 -99.0000 -99.0000 465475.0000
 -9.369468   0.985404  5.5495  0.6040 -4.6179  0.0325  1.9411  0.0469   0.0469 -149.1243    0.0662  1.0000  0.0000 -99.0000 -99.0000 -99.0000 50769.0000
-13.826042  -0.656027  3.4435  0.4085 -4.5550  0.0541 -0.7825  0.0385   0.0385  -72.2597    0.0937  0.0000 -99.0000 -99.0000 -99.0000 -99.0000 442691.0000
 23.926055  -4.641056  6.6164  0.8180 -5.8861  0.0150 -0.2468  0.0710   0.0710   66.5588    0.0393  1.0000 -99.0000 -99.0000 -99.0000 -99.0000 449664.0000
  1.920772  -1.821534  8.4000  1.4266 -2.3061  0.0478  0.4654  0.0422   0.0422  -89.7756    0.1093  0.0000 -99.0000 -99.0000 -99.0000 -99.0000 486322.0000
 -4.307884   6.938896  9.6081  1.4239 -7.6177  0.0228 -2.8432  0.0598   0.0598  -33.5012    0.0777  1.0000 -99.0000 -99.0000 -99.0000 -99.0000 346196.0000
 -4.584953   1.691285 10.2450  1.8829 -6.5956  0.0543 -2.5561  0.0291   0.0291   60.1409    0.0360  0.0000 -99.0000 -99.0000 -99.0000 -99.0000 250432.0000
 33.195982   5.801438  5.3915  0.6211 -6.1074  0.0542  0.7844  0.0731   0.0731    8.8280    0.0730  1.0000 -99.0000 -99.0000 -99.0000 -99.0000 484096.0000
 -3.738382  -4.620119  6.6033  1.0251 -7.9787  0.0429  0.4043  0.0417   0.0417   -6.6846    0.0548  0.0000 -1.0000 -99.0000 -99.0000 -99.0000 68249.0000
-27.118289  -3.791844  4.8247  0.8418 -5.5533  0.0558 -0.2402  0.0365   0.0365  -49.9767    0.0590  1.0000 -99.0000 -99.0000 -99.0000 -99.0000 179200.0000
-20.050812  -0.850485  4.0082  0.7031 -9.7678  0.0397 -1.5206  0.0689   0.0689  -63.6317    0.0957  0.0000  0.0000 -99.0000 -99.0000 -99.0000 21366.0000
 -9.303045  -4.407557  5.1332  0.7163 -3.2576  0.0223 -6.2153  0.0476   0.0476  -35.9322    0.0409  1.0000 -99.0000 -99.0000 -99.0000 -99.0000 482273.0000
 14.048563  -0.994977  4.5005  0.4624 -3.1214  0.0651  4.5500  0.0527   0.0527   75.8971    0.0362  0.0000 -99.0000 -99.0000 -99.0000 -99.0000 210155.0000
  7.816912   0.218949  8.5160  1.2431 -5.7652  0.0525 -0.0022  0.0523   0.0523  -39.6907    0.0795  1.0000 -1.0000 -99.0000 -99.0000 -99.0000 446.0000
-29.100590   2.122777  5.0319  0.4894 -6.3501  0.0401  0.2151  0.0490   0.0490   -1.2046    0.0809  0.0000 -99.0000 -99.0000 -99.0000 -99.0000 265590.0000
  7.123657   7.139388  8.0737  1.1536 -6.2155  0.0522 -0.4477  0.0473   0.0473  -53.2439    0.0506  1.0000 -1.0000 -99.0000 -99.0000 -99.0000 68527.0000
 30.253764  -2.557645  4.8190  0.6555 -5.9705  0.0365 -0.7827  0.0392   0.0392   51.4851    0.0502  0.0000 -99.0000 -99.0000 -99.0000 -99.0000 357930.0000
 23.637505  -3.292150  4.3910  0.6368 -4.6836  0.0488  0.2453  0.0344   0.0344   67.4823    0.0826  1.0000 -99.0000 -99.0000 -99.0000 -99.0000 460961.0000
  5.230132  -0.334289  5.7879  0.8695 -7.9477  0.0708 -0.1319  0.0546   0.0546 -152.5862    0.0859  0.0000 -99.0000 -99.0000 -99.0000 -99.0000 121620.0000
-32.639934   7.181856  5.7211  0.7674 -7.5819  0.0408 -4.5119  0.0527   0.0527  -17.7859    0.0506  1.0000 -99.0000 -99.0000 -99.0000 -99.0000 430504.0000
 15.020113 -11.253171  4.7817  0.7179 -3.0223  0.0182 -2.1550  0.0582   0.0582   60.9082    0.0750  0.0000 -99.0000 -99.0000 -99.0000 -99.0000 414063.0000
 22.377670   0.909343  3.9882  0.3370 -5.9671  0.0399 -1.5924  0.0340   0.0340   67.8527    0.0524  1.0000 -99.0000 -99.0000 -99.0000 -99.0000 327691.0000
  2.574583  -2.196528  9.0537  1.5715 -5.5485  0.0769 -0.4570  0.0603   0.0603  -35.3998    0.0815  0.0000 -1.0000 -99.0000 -99.0000 -99.0000 26265.0000
 -3.397379  -5.118469  5.2644  0.7277 -4.1429  0.0611 -0.1654  0.0313   0.0313  -36.9863    0.0360  1.0000 -99.0000 -99.0000 -99.0000 -99.0000 234810.0000
 -1.969128   1.168415  7.9466  1.3927 -1.2939  0.0622  5.1755  0.0562   0.0562 -110.8893    0.0621  0.0000 -99.0000 -99.0000 -99.0000 -99.0000 225362.0000
 -9.708185  -0.019318  5.2027  0.6700 -8.4890  0.0500  2.0388  0.0505   0.0505  -95.3432    0.0896  1.0000  0.0000 -99.0000 -99.0000 -99.0000 54217.0000
-25.278607   2.013969  6.9588  0.9011 -5.1461  0.0642 -0.3722  0.0433   0.0433  -72.5037    0.0398  0.0000 -99.0000 -99.0000 -99.0000 -99.0000 365199.0000
  7.019165   0.058693  5.1652  0.7277 -4.4371  0.0786 -2.7804  0.0373   0.0373  -14.8781    0.0418  1.0000 -99.0000 -99.0000 -99.0000 -99.0000 459116.0000
-21.847843   3.146363  5.2027  0.6035 -4.5191  0.0576  0.5532  0.0523   0.0523  -42.2398    0.0682  0.0000  0.0000 -99.0000 -99.0000 -99.0000 3079.0000
  1.650348  -9.520478  7.4063  1.2253 -6.7635  0.0526  0.1540  0.0528   0.0528   -8.8125    0.0875  1.0000 -1.0000 -99.0000 -99.0000 -99.0000 2031.0000
  0.012167  -1.715270  8.7562  1.2502 -8.9220  0.0523 -5.2480  0.0442   0.0442   26.0438    0.0531  0.0000 -99.0000 -99.0000 -99.0000 -99.0000 406462.0000
-10.748941   1.045053  5.2581  0.6867 -7.2673  0.0399 -0.8119  0.0502   0.0502  -25.6328    0.0531  1.0000 -99.0000 -99.0000 -99.0000 -99.0000 472074.0000
-15.056080   9.103062  8.6510  1.1915 -5.8844  0.0687  4.2763  0.0413   0.0413  -34.4976    0.0949  0.0000 -99.0000 -99.0000 -99.0000 -99.0000 158435.0000
  7.315973   6.001981  5.5830  0.8527 -5.3839  0.0480 -1.7695  0.0523   0.0523  118.2882    0.0293  1.0000  0.0000 -99.0000 -99.0000 -99.0000 99247.0000
-24.517587   1.642564  4.0528  0.1790 -3.8280  0.0320  0.2271  0.0508   0.0508   -6.9051    0.0886  0.0000 -99.0000 -99.0000 -99.0000 -99.0000 154828.0000
 -3.538955   5.834002  7.0044  0.9258 -9.4623  0.0710  3.3298  0.0479   0.0479  -98.5299    0.0725  1.0000 -99.0000 -99.0000 -99.0000 -99.0000 332027.0000
 35.526641  -1.400429  4.2630  0.7147 -6.0738  0.0545  0.8276  0.0526   0.0526   61.9695    0.0999  0.0000 -99.0000 -99.0000 -99.0000 -99.0000 237613.0000
  7.771591   6.169162  5.8617  0.8575 -6.0900  0.0676  5.4745  0.0492   0.0492   -7.4776    0.1106  1.0000 -99.0000 -99.0000 -99.0000 -99.0000 481760.0000
 32.743995  -8.976042  4.2468  0.4710 -4.1414  0.0366  2.7533  0.0600   0.0600    9.6066    0.0404  0.0000  0.0000 -99.0000 -99.0000 -99.0000 86281.0000
 -5.262082   6.000460  4.3874  0.5980 -3.1850  0.0365  1.2528  0.0594   0.0594  -49.7793    0.0914  1.0000  0.0000 -99.0000 -99.0000 -99.0000 70030.0000
 22.596318  -1.935875  4.6911  0.5616 -3.7071  0.0646  0.4842  0.0454   0.0454   73.0613    0.1043  0.0000 -99.0000 -99.0000 -99.0000 -99.0000 309536.0000
 34.094703   1.206680  6.8030  0.7834 -8.3626  0.0505  1.5194  0.0530   0.0530   24.5271    0.0464  1.0000 -99.0000 -99.0000 -99.0000 -99.0000 375963.0000
 -2.725613  -5.287483  7.2994  1.0928 -3.9379  0.0259 -3.6264  0.0681   0.0681  167.6515    0.0398  0.0000 -99.0000 -99.0000 -99.0000 -99.0000 202541.0000
 12.389722   1.684430  7.7208  0.9948 -6.6417  0.0457 -1.7372  0.0479   0.0479  -30.9207    0.0644  1.0000 -99.0000 -99.0000 -99.0000 -99.0000 149598.0000
  5.097623  -2.722402  4.9891  0.5715 -10.7160  0.0565 -4.8605  0.0511   0.0511   34.2721    0.1171  0.0000  0.0000 -99.0000 -99.0000 -99.0000 88020.0000
  6.902906   0.480266  5.5868  0.7322 -0.4353  0.0379 -0.1973  0.0487   0.0487   18.1024    0.0801  1.0000  0.0000 -99.0000 -99.0000 -99.0000 42085.0000
 -0.835084  -0.629544  9.2409  1.3331 -12.3678  0.0433 -1.9225  0.0581   0.0581   95.8656    0.0885  0.0000 -99.0000 -99.0000 -99.0000 -99.0000 266596.0000
-25.386111  -4.369600  7.2263  1.0703 -5.5397  0.0455 -1.1103  0.0578   0.0578  -62.5187    0.0578  1.0000  0.0000 -99.0000 -99.0000 -99.0000 98862.0000
 -7.408931   0.161697  6.2880  0.8394 -1.9679  0.0408  0.2571  0.0342   0.0342  -94.1967    0.0497  0.0000 -99.0000 -99.0000 -99.0000 -99.0000 123436.0000
-27.308619   1.571311  6.1106  1.0029 -9.0262  0.0528 -2.1886  0.0468   0.0468  -51.9794    0.0677  1.0000 -99.0000 -99.0000 -99.0000 -99.0000 285380.0000
 -8.700741  -7.436599  9.1400  1.4381 -5.8301  0.0496 -0.2635  0.0448   0.0448   29.5012    0.0745  0.0000 -1.0000 -99.0000 -99.0000 -99.0000 19852.0000
 22.369676  11.314448  5.1102  0.8951 -5.6982  0.0423 -3.0847  0.0657   0.0657   37.6038    0.0811  1.0000 -99.0000 -99.0000 -99.0000 -99.0000 465553.0000
  3.227003  -5.036344  7.3245  0.8208 -5.7822  0.0610 -4.6539  0.0555   0.0555  146.1125    0.0661  0.0000 -99.0000 -99.0000 -99.0000 -99.0000 261677.0000
-15.021701  -4.938999  4.1041  0.4547 -1.0651  0.0333  0.1437  0.0530   0.0530  -22.5112    0.0947  1.0000 -99.0000 -99.0000 -99.0000 -99.0000 461617.0000
 14.155383  -3.217672  4.2402  0.6680 -3.3798  0.0512 -1.9785  0.0485   0.0485  -21.5616    0.0974  0.0000 -99.0000 -99.0000 -99.0000 -99.0000 235107.0000
 13.343833  -5.124043 11.7785  1.6933 -7.9503  0.0393 -0.2384  0.0495   0.0495   56.9241    0.0754  1.0000 -99.0000 -99.0000 -99.0000 -99.0000 329120.0000
  4.475820   0.737060  6.0083  1.0128 -7.7150  0.0312 -0.4480  0.0544   0.0544 -103.6977    0.0398  0.0000 -99.0000 -99.0000 -99.0000 -99.0000 185312.0000
-25.110607   0.145381  5.4828  0.5022 -6.6648  0.0559 -1.1913  0.0385   0.0385  -37.0088    0.0501  1.0000 -99.0000 -99.0000 -99.0000 -99.0000 150297.0000
 -0.007444  -5.921843  5.4300  0.7196  0.8913  0.0585 -1.3086  0.0376   0.0376   23.3738    0.0890  0.0000 -99.0000 -99.0000 -99.0000 -99.0000 150282.0000
 22.602296  -3.758855  3.5664  0.2403 -3.7261  0.0579 -3.1332  0.0457   0.0457   -7.7425    0.0741  1.0000 -99.0000 -99.0000 -99.0000 -99.0000 377992.0000
  0.938049  -1.328723  7.6990  1.1688 -2.5237  0.0560 -1.2348  0.0620   0.0620 -174.3927    0.1095  0.0000 -99.0000 -99.0000 -99.0000 -99.0000 132071.0000
 12.115721   1.823892  6.6984  0.9133 -5.4147  0.0493  3.8747  0.0501   0.0501   38.7435    0.0707  1.0000 -99.0000 -99.0000 -99.0000 -99.0000 364093.0000
 20.862029  -3.526687  5.4661  0.8767 -6.2956  0.0471  2.0658  0.0425   0.0425  101.7355    0.1192  0.0000 -99.0000 -99.0000 -99.0000 -99.0000 136516.0000
 13.101925   0.131345  7.5897  1.1924 -5.3051  0.0401 -1.2203  0.0478   0.0478  109.8302    0.1296  1.0000 -99.0000 -99.0000 -99.0000 -99.0000 427169.0000
  2.392135  10.566928  8.4125  1.7670 -5.3707  0.0655  3.1771  0.0529   0.0529  195.4331    0.0439  0.0000 -99.0000 -99.0000 -99.0000 -99.0000 458884.0000
-15.273196   0.900086  3.3869  0.5312 -4.5502  0.0628  1.2253  0.0493   0.0493  -39.9456    0.0693  1.0000 -99.0000 -99.0000 -99.0000 -99.0000 390893.0000
  0.672193  -6.141356  6.4368  1.0023 -7.6543  0.0613  0.0478  0.0684   0.0684 -131.1004    0.0818  0.0000 -99.0000 -99.0000 -99.0000 -99.0000 200731.0000
  2.464348  -9.843697  8.3838  1.1474 -7.5741  0.0462 -3.2177  0.0514   0.0514 -148.5643    0.0450  1.0000 -99.0000 -99.0000 -99.0000 -99.0000 353454.0000
  9.230696   4.590167  5.6602  0.8115 -5.9990  0.0635  4.3697  0.0457   0.0457  -43.7572    0.0557  0.0000 -99.0000 -99.0000 -99.0000 -99.0000 296149.0000
-21.478841  -3.371271  4.0926  0.3842 -4.7080  0.0560 -1.0186  0.0588   0.0588   -4.7932    0.0562  1.0000 -99.0000 -99.0000 -99.0000 -99.0000 220492.0000
  9.307286  13.488783  5.5560  0.4946 -7.1905  0.0572 -0.2924  0.0556   0.0556  -85.3689    0.0460  0.0000 -99.0000 -99.0000 -99.0000 -99.0000 159652.0000
 28.099122   2.292863  4.6265  0.6775 -2.7446  0.0216 -0.6354  0.0518   0.0518   48.3597    0.0630  1.0000  0.0000 -99.0000 -99.0000 -99.0000 73261.0000
  3.436921  -6.180372  4.5182  0.5100 -7.4100  0.0432  4.3086  0.0386   0.0386  -54.4807    0.0631  0.0000 -99.0000 -99.0000 -99.0000 -99.0000 307860.0000
 33.938924   7.782412  5.0046  0.8181 -5.1237  0.0518  0.9569  0.0591   0.0591   63.3020    0.0658  1.0000 -99.0000 -99.0000 -99.0000 -99.0000 449625.0000
  2.968845   2.048159  6.5008  0.8599 -6.5359  0.0487  0.3842  0.0429   0.0429  -11.1429    0.0284  0.0000 -99.0000 -99.0000 -99.0000 -99.0000 407478.0000
-35.924134   6.236572  5.4167  0.6427 -3.6435  0.0607  0.5458  0.0509   0.0509  -15.0146    0.1063  1.0000 -99.0000 -99.0000 -99.0000 -99.0000 276171.0000
-30.860841  -0.653326  4.4665  0.5039 -3.3133  0.0492 -0.0149  0.0494   0.0494  -36.5136    0.0737  0.0000 -99.0000 -99.0000 -99.0000 -99.0000 396050.0000
 -4.037296  -9.782766  7.0597  0.7935 -5.1627  0.0450 -4.7718  0.0584   0.0584  133.2228    0.0756  1.0000 20.0000 -99.0000 -99.0000 -99.0000 95906.0000
 -7.726154 -16.135003  4.0910  0.1918 -5.5772  0.0360  2.6644  0.0515   0.0515  -42.8831    0.0425  0.0000 -99.0000 -99.0000 -99.0000 -99.0000 189528.0000
 11.286836 -13.837561  4.1741  0.4287 -4.7218  0.0366 -5.2460  0.0563   0.0563   48.7250    0.0933  1.0000  0.0000 -99.0000 -99.0000 -99.0000 20859.0000
 23.271880 -12.682003  4.9170  0.2410 -4.4246  0.0401  3.5801  0.0496   0.0496   82.8759    0.0786  0.0000 -99.0000 -99.0000 -99.0000 -99.0000 420846.0000
  7.313630  -4.022024  6.6645  0.9219 -7.6840  0.0759 -1.6339  0.0577   0.0577   93.3821    0.0744  1.0000 -99.0000 -99.0000 -99.0000 -99.0000 433035.0000
-12.238254   2.812757  5.8722  0.8418 -8.3777  0.0522  4.7138  0.0386   0.0386  -70.4366    0.0780  0.0000 -99.0000 -99.0000 -99.0000 -99.0000 424651.0000
  6.448021   2.139340  4.7514  0.2759 -1.5860  0.0427  1.9818  0.0376   0.0376   38.9274    0.0801  1.0000 -99.0000 -99.0000 -99.0000 -99.0000 206768.0000
 24.793554   8.002052  3.4520  0.1641 -3.9627  0.0329 -6.4547  0.0454   0.0454   70.8677    0.0816  0.0000 -99.0000 -99.0000 -99.0000 -99.0000 297569.0000
-27.218973  -3.065862  4.1261  0.7835 -3.2100  0.0556  3.8695  0.0464   0.0464  -54.2781    0.0528  1.0000 -99.0000 -99.0000 -99.0000 -99.0000 342678.0000
  2.391347   3.074894  7.4523  1.3320 -3.0660  0.0312 -3.8352  0.0565   0.0565  -60.5614    0.0593  0.0000 -99.0000 -99.0000 -99.0000 -99.0000 319891.0000
 11.588666  -3.679765  8.4839  1.3062 -8.0251  0.0555  0.2901  0.0464   0.0464  103.6411    0.0923  1.0000  0.0000 -99.0000 -99.0000 -99.0000 34136.0000
 39.174542   2.691137  5.1782  0.6844 -3.8519  0.0512  1.3756  0.0570   0.0570    2.9851    0.0786  0.0000 -99.0000 -99.0000 -99.0000 -99.0000 231628.0000
  6.145965   1.687196  3.8002  0.5333 -3.7593  0.0595 -1.4600  0.0391   0.0391    9.6087    0.0543  1.0000  0.0000 -99.0000 -99.0000 -99.0000 71575.0000
-14.607666 -12.134555  6.6594  0.6289 -5.7244  0.0543 -6.0300  0.0678   0.0678  -36.8248    0.0756  0.0000 -99.0000 -99.0000 -99.0000 -99.0000 244974.0000
 18.139810  -4.323900  5.5238  0.8327 -3.5865  0.0555 -2.0369  0.0368   0.0368   61.2548    0.1164  1.0000 -99.0000 -99.0000 -99.0000 -99.0000 440068.0000
