l[deg]     b[deg]     dist[kpc] edist[kpc] pml[masyr] epml[masyr] pmb[masyr] epmb[masyr] pmlpmbcorr[] vlos[kms] evlos[kms] apogee[0,1] component[0,1] feh[dex] alpha[dex] age[]   index  
-31.255077  -1.388291  4.8713  0.3863 -1.9331  0.1020 -0.5701  0.1184   0.1184  -45.2040    0.0718  1.0000  0.0000 -99.0000 -99.0000 -99.0000 768597.0000
-19.997573  -0.624709  7.6313  0.5618 -4.4011  0.0792  0.1078  0.0920   0.0920  -71.0160    0.0843  0.0000  0.0000 -99.0000 -99.0000 -99.0000                                                              174586.000000
-22.515167   0.898749  6.2091  0.4449 -4.5817  0.0791 -0.4378  0.0769   0.0769  -13.3136    0.0551  1.0000  0.0000 -99.0000 -99.0000 -99.0000 741366.0000
  2.216727  -2.469899  5.7476  0.2871 -2.4517  0.0750 -1.2645  0.0831   0.0831   -3.7546    0.0636  0.0000  0.0000 -99.0000 -99.0000 -99.0000                                                              528771.000000
 27.956639  -1.046485  6.1289  0.3887 -5.9790  0.0887 -0.3660  0.0669   0.0669   64.6518    0.0774  1.0000  0.0000 -99.0000 -99.0000 -99.0000 976957.0000
  4.252425  -1.711606  6.2817  0.4580 -1.1582  0.0590 -1.1068  0.0505   0.0505   -3.9863    0.0815  0.0000  0.0000 -99.0000 -99.0000 -99.0000                                                              458960.000000
 -3.948414   1.370771  6.8656  0.4298 -3.3728  0.0603 -0.5119  0.0779   0.0779 -152.2742    0.0828  1.0000  0.0000 -99.0000 -99.0000 -99.0000 40155.0000
 11.737880  -0.890780  6.2603  0.4595 -5.7422  0.0745 -0.8975  0.0545   0.0545  -55.2534    0.0640  0.0000  0.0000 -99.0000 -99.0000 -99.0000                                                              916648.000000
 -4.205539  -0.766693  6.9569  0.4100 -1.2072  0.0750 -0.7444  0.0704   0.0704   -9.6344    0.0672  1.0000  0.0000 -99.0000 -99.0000 -99.0000 731997.0000
 39.561074  -0.462970  7.8892  0.5247 -4.7329  0.0501 -0.9992  0.0567   0.0567   35.6422    0.0522  0.0000  0.0000 -99.0000 -99.0000 -99.0000                                                              847196.000000
  5.323193   1.146078  7.6448  0.5498 -1.7649  0.0686 -0.0977  0.0484   0.0484   15.5457    0.0771  1.0000  0.0000 -99.0000 -99.0000 -99.0000 690347.0000
 25.547117   6.759190  6.4938  0.4835 -5.6292  0.0741 -0.2907  0.1041   0.1041   32.7275    0.0524  0.0000  0.0000 -99.0000 -99.0000 -99.0000                                                              890668.000000
 18.361989   0.944837  6.5265  0.3407 -5.2558  0.0702 -0.3914  0.0767   0.0767   79.0771    0.0764  1.0000  0.0000 -99.0000 -99.0000 -99.0000 148043.0000
 23.444059  -0.229900  9.8213  0.7939 -6.4879  0.0863 -0.3302  0.0590   0.0590   63.5960    0.0749  0.0000  0.0000 -99.0000 -99.0000 -99.0000                                                              379583.000000
-31.827357   3.605385  4.6438  0.3200 -7.5066  0.0532 -1.4122  0.0630   0.0630   -4.3861    0.0541  1.0000  0.0000 -99.0000 -99.0000 -99.0000 515198.0000
-20.494401  -1.041033  8.7496  0.6390 -5.1624  0.0589 -0.1457  0.0656   0.0656 -106.4962    0.0736  0.0000  0.0000 -99.0000 -99.0000 -99.0000                                                              675389.000000
 14.302470   0.861977  8.1376  0.5615 -6.4243  0.0654  0.1389  0.0673   0.0673   91.0917    0.0967  1.0000  0.0000 -99.0000 -99.0000 -99.0000 699325.0000
  3.308307  -0.039866  5.6159  0.3499 -1.7324  0.0911 -0.2703  0.0775   0.0775   75.3487    0.0798  0.0000  0.0000 -99.0000 -99.0000 -99.0000                                                               82439.000000
 32.770884  -1.379458  8.3118  0.6614 -6.3388  0.0643 -0.0966  0.0436   0.0436    0.7013    0.0797  1.0000  0.0000 -99.0000 -99.0000 -99.0000 222230.0000
-26.237687  -1.879395  4.2434  0.2701 -4.2047  0.0394  0.3112  0.0741   0.0741  -32.4558    0.0503  0.0000  0.0000 -99.0000 -99.0000 -99.0000                                                              495358.000000
-22.596901  -3.744873  4.8758  0.3605 -4.5589  0.0754 -1.9548  0.0986   0.0986  -40.8291    0.0744  1.0000  0.0000 -99.0000 -99.0000 -99.0000 30995.0000
 17.321570  -1.154496  6.0902  0.4449 -7.0964  0.0560  0.1536  0.0416   0.0416   74.7948    0.0469  0.0000  0.0000 -99.0000 -99.0000 -99.0000                                                              457468.000000
 14.128733   0.997048  4.8972  0.3368 -5.0167  0.0989 -0.0099  0.0719   0.0719   60.2822    0.0897  1.0000  0.0000 -99.0000 -99.0000 -99.0000 554676.0000
-31.482368   0.758781  8.2401  0.6867 -7.9122  0.0786  0.0277  0.0754   0.0754  -58.9799    0.0417  0.0000  0.0000 -99.0000 -99.0000 -99.0000                                                              229643.000000
 -4.471150   1.404284  9.2962  0.7252 -9.1277  0.0660 -0.5175  0.0704   0.0704 -105.0071    0.0886  1.0000  0.0000 -99.0000 -99.0000 -99.0000 397941.0000
  6.590521   0.730628  5.6896  0.4040 -1.0340  0.0690 -0.2378  0.0766   0.0766   23.1901    0.0591  0.0000  0.0000 -99.0000 -99.0000 -99.0000                                                              252521.000000
  9.318929   0.996257  6.6315  0.4471 -4.5036  0.0791 -2.4520  0.0638   0.0638    7.8262    0.0423  1.0000  0.0000 -99.0000 -99.0000 -99.0000 884043.0000
  2.366571  -1.020590  9.1589  0.7076 -8.9410  0.0654  2.4460  0.0664   0.0664  -30.3726    0.0386  0.0000  0.0000 -99.0000 -99.0000 -99.0000                                                              269597.000000
 -4.444084   1.637721  8.9112  0.6769 -7.1255  0.0762  1.0232  0.0657   0.0657 -183.2129    0.0354  1.0000  0.0000 -99.0000 -99.0000 -99.0000 375807.0000
 12.575984  -3.003502  6.5932  0.4692 -1.2743  0.0799  0.7024  0.0731   0.0731   56.5574    0.0674  0.0000  0.0000 -99.0000 -99.0000 -99.0000                                                              357350.000000
 19.069448  -4.035028  4.8907  0.3120 -4.0397  0.0847  0.0245  0.0721   0.0721   13.6228    0.0807  1.0000  0.0000 -99.0000 -99.0000 -99.0000 203275.0000
 35.704290  -1.120816  5.5333  0.3677 -4.2963  0.0588 -0.3940  0.0666   0.0666   37.4145    0.0225  0.0000  0.0000 -99.0000 -99.0000 -99.0000                                                              507375.000000
  9.778128  -1.240197  6.8403  0.3118 -6.2779  0.0661 -1.0061  0.0637   0.0637   38.9871    0.0632  1.0000  0.0000 -99.0000 -99.0000 -99.0000 458205.0000
-14.074018 -13.746115  3.9119  0.1776 -3.0521  0.0710 -3.4199  0.0730   0.0730    1.1946    0.0614  0.0000  0.0000 -99.0000 -99.0000 -99.0000                                                              209017.000000
-17.444735   0.960351  7.4783  0.6214 -7.1462  0.0905 -0.5151  0.0840   0.0840 -122.8089    0.0513  1.0000  0.0000 -99.0000 -99.0000 -99.0000 321493.0000
 -2.624826   0.060546  7.1031  0.4842 -2.7841  0.0757  0.0288  0.0605   0.0605  -56.0420    0.0419  0.0000  0.0000 -99.0000 -99.0000 -99.0000                                                              360445.000000
 -4.115061  -0.843227  4.5856  0.2882 -1.7573  0.0753  0.4711  0.0870   0.0870  -17.6989    0.0664  1.0000  0.0000 -99.0000 -99.0000 -99.0000 935478.0000
 34.224251   2.191686  3.8629  0.2381 -7.5529  0.0656 -0.0086  0.0621   0.0621   30.2867    0.0780  0.0000  0.0000 -99.0000 -99.0000 -99.0000                                                              229393.000000
 32.341360  -1.544431  4.8175  0.2663 -5.4111  0.0689 -0.2351  0.0728   0.0728   31.3303    0.0858  1.0000  0.0000 -99.0000 -99.0000 -99.0000 208645.0000
-23.005151   0.850350  5.1853  0.3286 -3.1840  0.0670 -0.5227  0.0632   0.0632  -60.6145    0.0879  0.0000  0.0000 -99.0000 -99.0000 -99.0000                                                              611307.000000
 18.673148   1.301066  4.8397  0.3146 -4.3798  0.0255 -1.2766  0.0795   0.0795   59.5011    0.0832  1.0000  0.0000 -99.0000 -99.0000 -99.0000 610048.0000
 31.342713  -1.639633  5.3178  0.2432 -6.6208  0.0774  0.2113  0.0678   0.0678   57.6376    0.0789  0.0000  0.0000 -99.0000 -99.0000 -99.0000                                                              582272.000000
-13.512577  -8.507556  4.0314  0.3120 -7.7523  0.0882  1.5023  0.0770   0.0770  -58.9295    0.0684  1.0000  0.0000 -99.0000 -99.0000 -99.0000 686891.0000
 17.577469   0.775251  4.0927  0.2996 -3.1543  0.0794 -0.0329  0.0827   0.0827    1.8430    0.0510  0.0000  0.0000 -99.0000 -99.0000 -99.0000                                                              588937.000000
 14.103414  -1.080717  5.7450  0.3642 -2.0396  0.0778  0.8718  0.0766   0.0766   38.7139    0.0665  1.0000  0.0000 -99.0000 -99.0000 -99.0000 294922.0000
-24.002139  -0.560438  4.5148  0.2795 -3.1563  0.0694 -0.5561  0.0702   0.0702  -37.3881    0.0684  0.0000  0.0000 -99.0000 -99.0000 -99.0000                                                              701134.000000
 18.764490   1.503947  6.5942  0.4843 -5.6010  0.0789 -0.0576  0.0800   0.0800  -39.1894    0.0750  1.0000  0.0000 -99.0000 -99.0000 -99.0000 946685.0000
  3.498671  -3.246303  5.1890  0.1850 -2.8001  0.0576 -0.4648  0.0887   0.0887   25.7820    0.0796  0.0000  0.0000 -99.0000 -99.0000 -99.0000                                                              197182.000000
-17.809882   1.175882  6.6460  0.4320 -8.1171  0.0801  0.0495  0.0606   0.0606  -94.0225    0.0442  1.0000  0.0000 -99.0000 -99.0000 -99.0000 817996.0000
 -7.212120   1.139398  8.4835  0.6197 -4.4121  0.0621 -0.5585  0.0380   0.0380 -134.1014    0.0337  0.0000  0.0000 -99.0000 -99.0000 -99.0000                                                              263152.000000
  5.493198   0.901691  8.9679  0.7325 -6.1557  0.0661 -2.7965  0.0653   0.0653   68.2054    0.0533  1.0000  0.0000 -99.0000 -99.0000 -99.0000 840860.0000
  7.520916   0.191352  6.9625  0.4800 -7.5444  0.0694 -0.8489  0.0713   0.0713    2.3345    0.0653  0.0000  0.0000 -99.0000 -99.0000 -99.0000                                                              240681.000000
  9.627566   3.638782  6.1691  0.2878 -5.5306  0.0553 -1.3388  0.0630   0.0630   25.4040    0.0680  1.0000  0.0000 -99.0000 -99.0000 -99.0000 622996.0000
  1.029525  -0.379487  7.8428  0.5784 -6.1086  0.0485  2.1406  0.0663   0.0663  -75.5615    0.0840  0.0000  0.0000 -99.0000 -99.0000 -99.0000                                                              950925.000000
 14.153997  -0.855306  8.6853  0.6838 -9.1714  0.0649  0.3485  0.0618   0.0618   66.1478    0.0854  1.0000  0.0000 -99.0000 -99.0000 -99.0000 800144.0000
 -9.289634   0.437153  5.8600  0.4146 -3.2019  0.0377 -1.8681  0.0645   0.0645  -47.5868    0.0829  0.0000  0.0000 -99.0000 -99.0000 -99.0000                                                              233158.000000
  4.662956  -1.663825  7.9835  0.6344 -9.8998  0.0860 -0.5952  0.0501   0.0501   18.0400    0.0600  1.0000  0.0000 -99.0000 -99.0000 -99.0000 527564.0000
 30.210754   0.655982  5.2985  0.4533 -7.4789  0.0616 -0.5450  0.0306   0.0306  130.6041    0.0704  0.0000  0.0000 -99.0000 -99.0000 -99.0000                                                              483116.000000
  9.958075   0.955314  6.3262  0.4875 -6.3593  0.0809  2.0642  0.0890   0.0890  133.9012    0.0932  1.0000  0.0000 -99.0000 -99.0000 -99.0000 81380.0000
-31.146154   3.159514  4.7770  0.2497 -5.3671  0.0941  0.1138  0.0961   0.0961  -13.3767    0.0512  0.0000  0.0000 -99.0000 -99.0000 -99.0000                                                              556996.000000
 -8.998829   4.020200  6.4093  0.4518 -5.0693  0.0694 -0.5183  0.0733   0.0733   63.9556    0.0837  1.0000  0.0000 -99.0000 -99.0000 -99.0000 236150.0000
 18.102952   3.087709  6.6929  0.4127 -4.8374  0.0569 -0.3155  0.0985   0.0985  -34.3721    0.0619  0.0000  0.0000 -99.0000 -99.0000 -99.0000                                                              741243.000000
 14.355110  -1.103049  6.1851  0.4372 -2.1982  0.0685 -0.4441  0.0511   0.0511  -25.2107    0.0490  1.0000  0.0000 -99.0000 -99.0000 -99.0000 809306.0000
 10.449330  -0.375218  5.9967  0.3303 -8.0042  0.0966  0.6120  0.0646   0.0646   47.3478    0.0955  0.0000  0.0000 -99.0000 -99.0000 -99.0000                                                              873538.000000
  9.738354   1.235222  8.8510  0.7149 -8.0275  0.0757 -1.3835  0.0539   0.0539  148.9690    0.0696  1.0000  0.0000 -99.0000 -99.0000 -99.0000 172421.0000
-15.780362  -6.242269  5.7946  0.3758 -6.5378  0.0825 -2.5050  0.0715   0.0715  -33.4209    0.0296  0.0000  0.0000 -99.0000 -99.0000 -99.0000                                                              118151.000000
 23.107728  -3.753924  4.9638  0.2614 -3.4675  0.0687 -0.3436  0.0697   0.0697  -20.9324    0.0802  1.0000  0.0000 -99.0000 -99.0000 -99.0000 613560.0000
  4.062450   2.171760  6.9192  0.4547 -5.8373  0.0516 -1.5287  0.0678   0.0678   43.9947    0.0821  0.0000  0.0000 -99.0000 -99.0000 -99.0000                                                              105406.000000
 10.063108  -1.523499  5.6795  0.4246 -0.3367  0.0543 -1.8408  0.0646   0.0646   39.7732    0.0504  1.0000  0.0000 -99.0000 -99.0000 -99.0000 616827.0000
 34.855270  -0.976784  5.0121  0.2658 -6.4940  0.0702  0.0890  0.0851   0.0851   43.7069    0.0884  0.0000  0.0000 -99.0000 -99.0000 -99.0000                                                              740881.000000
-31.696835  -0.817627  4.7235  0.3672 -5.8973  0.0529 -0.4456  0.0875   0.0875  -81.9635    0.0867  1.0000  0.0000 -99.0000 -99.0000 -99.0000 497858.0000
-28.195041   0.840900  5.6412  0.3468 -8.3203  0.0746 -2.3548  0.0624   0.0624 -109.1333    0.0705  0.0000  0.0000 -99.0000 -99.0000 -99.0000                                                              463388.000000
  5.035148  -1.619096  7.9599  0.5389 -3.8278  0.0743  1.1883  0.0730   0.0730   90.6158    0.0506  1.0000  0.0000 -99.0000 -99.0000 -99.0000 267167.0000
-22.963414   7.298058  5.3108  0.3294 -7.5694  0.0653 -0.0077  0.0972   0.0972  -15.3683    0.1146  0.0000  0.0000 -99.0000 -99.0000 -99.0000                                                              600337.000000
 -9.129168  -1.181005  3.9469  0.2453 -1.1822  0.0700 -0.5142  0.0538   0.0538  -10.6772    0.0576  1.0000  0.0000 -99.0000 -99.0000 -99.0000 299216.0000
-22.236897   1.920815  5.8700  0.3268 -7.6456  0.0495  0.5047  0.0731   0.0731  -71.8895    0.0438  0.0000  0.0000 -99.0000 -99.0000 -99.0000                                                              972685.000000
  9.939176   1.197783  7.1582  0.5332 -3.4012  0.0539 -1.6908  0.0631   0.0631  -77.1766    0.0748  1.0000  0.0000 -99.0000 -99.0000 -99.0000 594807.0000
 12.933810 -12.302833  6.1293  0.3928 -4.8613  0.0592  1.0403  0.0795   0.0795    8.4815    0.0573  0.0000  0.0000 -99.0000 -99.0000 -99.0000                                                              152006.000000
  9.796895   4.201484  5.2130  0.2830 -4.6305  0.0723 -1.1511  0.0849   0.0849   63.0328    0.0571  1.0000  0.0000 -99.0000 -99.0000 -99.0000 906767.0000
 18.822415  -1.891936  5.3392  0.2401 -4.7766  0.0648 -0.6093  0.0582   0.0582  -30.4378    0.0720  0.0000  0.0000 -99.0000 -99.0000 -99.0000                                                              578944.000000
-21.962438  -1.701171  6.0526  0.4169 -7.5380  0.0437  0.1753  0.0623   0.0623  -43.1095    0.1063  1.0000  0.0000 -99.0000 -99.0000 -99.0000 103439.0000
-39.434459  -1.844420  6.7459  0.4333 -6.9441  0.0807 -1.2007  0.1006   0.1006  -64.6626    0.0700  0.0000  0.0000 -99.0000 -99.0000 -99.0000                                                              102786.000000
 23.641378  -1.514640  6.3323  0.4278 -4.0269  0.0631 -0.9789  0.0581   0.0581   16.9233    0.0619  1.0000  0.0000 -99.0000 -99.0000 -99.0000 675477.0000
 -1.045986   4.427629  6.7405  0.5150 -5.6929  0.0600  2.6270  0.0844   0.0844  -20.9558    0.0747  0.0000  0.0000 -99.0000 -99.0000 -99.0000                                                              134857.000000
 14.245351  -1.647210  3.5799  0.1006 -5.7305  0.0854 -0.4483  0.0886   0.0886   20.7881    0.0593  1.0000  0.0000 -99.0000 -99.0000 -99.0000 952716.0000
  0.942515  -0.671516  4.1348  0.2449 -1.9898  0.0965  0.3378  0.0848   0.0848   -2.8141    0.0703  0.0000  0.0000 -99.0000 -99.0000 -99.0000                                                              794873.000000
  0.424939  -3.689305  7.3867  0.5361 -4.7954  0.0417 -0.9273  0.0679   0.0679  -30.0017    0.0652  1.0000  0.0000 -99.0000 -99.0000 -99.0000 211959.0000
 12.089607   2.487581  5.9034  0.4091 -2.1795  0.0800 -0.1807  0.0968   0.0968  -26.9655    0.0631  0.0000  0.0000 -99.0000 -99.0000 -99.0000                                                              975404.000000
  5.541265   1.039327  7.3838  0.6368 -3.4465  0.0677 -0.3450  0.0319   0.0319  195.0478    0.0319  1.0000  0.0000 -99.0000 -99.0000 -99.0000 779152.0000
-30.847718  -1.109269  8.8776  0.6552 -7.4769  0.0624 -0.2014  0.0710   0.0710  -26.0258    0.0506  0.0000  0.0000 -99.0000 -99.0000 -99.0000                                                              569969.000000
 -8.210873  -1.368557  5.9166  0.3099 -5.2138  0.0771  0.6120  0.0779   0.0779  -21.2668    0.1159  1.0000  0.0000 -99.0000 -99.0000 -99.0000 760977.0000
 34.108423  -4.626358  8.8836  0.6163 -6.8994  0.0968 -0.4388  0.0773   0.0773   -8.9693    0.0528  0.0000  0.0000 -99.0000 -99.0000 -99.0000                                                              490866.000000
  5.218321  -1.528569  8.3125  0.6297 -6.2854  0.0557  0.9837  0.0669   0.0669   79.7255    0.0880  1.0000  0.0000 -99.0000 -99.0000 -99.0000 759621.0000
 18.858347   0.000023  4.1673  0.2342 -3.0557  0.0543 -1.5615  0.0436   0.0436  -15.9679    0.0864  0.0000  0.0000 -99.0000 -99.0000 -99.0000                                                              299828.000000
 -8.610632  -8.905701  3.9930  0.2384 -2.0253  0.0754  0.1134  0.0601   0.0601    3.2066    0.0693  1.0000  0.0000 -99.0000 -99.0000 -99.0000 147855.0000
  2.672974  -0.880716  8.3128  0.6319 -6.6305  0.0716 -1.6198  0.0924   0.0924 -138.0197    0.0937  0.0000  0.0000 -99.0000 -99.0000 -99.0000                                                              734385.000000
  4.722006  -1.423260  4.6280  0.3120 -0.5036  0.0613 -0.7518  0.0510   0.0510   -3.2094    0.0915  1.0000  0.0000 -99.0000 -99.0000 -99.0000 804141.0000
 17.511021   3.042261  6.3049  0.4054 -7.2099  0.0698 -1.5367  0.0555   0.0555   66.2820    0.0351  0.0000  0.0000 -99.0000 -99.0000 -99.0000                                                              594438.000000
  9.433459  -1.245101  6.9511  0.5081 -6.4633  0.0628 -1.4977  0.0857   0.0857  -15.3559    0.1188  1.0000  0.0000 -99.0000 -99.0000 -99.0000 163206.0000
-32.748530  -2.796609  7.8413  0.5831 -7.7392  0.0963 -0.8627  0.0641   0.0641  -63.1374    0.0846  0.0000  0.0000 -99.0000 -99.0000 -99.0000                                                              835594.000000
-18.268118  -3.375496  5.5615  0.3693 -5.9334  0.0746  0.9083  0.0820   0.0820 -115.5504    0.0328  1.0000  0.0000 -99.0000 -99.0000 -99.0000 838934.0000
  2.753536  -0.768877  7.2047  0.4390 -5.7517  0.0559  2.3161  0.0622   0.0622   27.3035    0.0847  0.0000  0.0000 -99.0000 -99.0000 -99.0000                                                              616747.000000
-18.127999  -0.931059  6.9092  0.5421 -5.2110  0.0912  0.4034  0.0511   0.0511  -62.0713    0.0824  1.0000  0.0000 -99.0000 -99.0000 -99.0000 200960.0000
  2.498771   1.635714  5.4108  0.3494 -0.6838  0.0562  3.4267  0.0514   0.0514   -8.0297    0.0424  0.0000  0.0000 -99.0000 -99.0000 -99.0000                                                              709625.000000
 27.700383   1.347687  6.4419  0.4768 -9.1675  0.0707 -0.2988  0.0939   0.0939   45.5311    0.0849  1.0000  0.0000 -99.0000 -99.0000 -99.0000 233322.0000
  9.268213   0.009797  6.8454  0.3580 -1.9321  0.0719 -0.5954  0.0581   0.0581  -37.6027    0.0992  0.0000  0.0000 -99.0000 -99.0000 -99.0000                                                              593833.000000
 32.889337   4.074047  4.3101  0.1340 -4.8449  0.0639 -0.1586  0.1077   0.1077   62.2558    0.0316  1.0000  0.0000 -99.0000 -99.0000 -99.0000 540043.0000
 14.822163   2.238356  5.4420  0.4006 -1.2124  0.0873  0.2286  0.0642   0.0642   26.9251    0.0965  0.0000  0.0000 -99.0000 -99.0000 -99.0000                                                              282658.000000
 -9.036152  -1.220975  8.7336  0.6614 -6.1903  0.0515  0.5872  0.0813   0.0813  -90.5577    0.0933  1.0000  0.0000 -99.0000 -99.0000 -99.0000 771881.0000
 14.065906  -0.482224  6.7608  0.6171 -6.7024  0.0731 -2.4598  0.0330   0.0330  140.2448    0.0438  0.0000  0.0000 -99.0000 -99.0000 -99.0000                                                              872982.000000
 23.335315   1.254512  5.2180  0.2429 -1.1193  0.0840 -0.2043  0.0628   0.0628    4.3946    0.0462  1.0000  0.0000 -99.0000 -99.0000 -99.0000 265426.0000
 30.114954  -1.331139  6.5394  0.4564 -7.5817  0.0786 -0.1415  0.1064   0.1064   13.8102    0.0595  0.0000  0.0000 -99.0000 -99.0000 -99.0000                                                              343884.000000
 13.874404   1.495334  6.2393  0.3604 -8.8665  0.1003 -1.5637  0.0800   0.0800   74.6999    0.0580  1.0000  0.0000 -99.0000 -99.0000 -99.0000 294135.0000
 10.723621   1.045539  6.2071  0.5266 -5.3468  0.0933 -0.5443  0.0495   0.0495   70.5095    0.0646  0.0000  0.0000 -99.0000 -99.0000 -99.0000                                                              215358.000000
  4.846069  -1.339998  6.8273  0.4994 -2.8054  0.0681  1.3428  0.0892   0.0892  -87.9774    0.1008  1.0000  0.0000 -99.0000 -99.0000 -99.0000 724878.0000
 -2.588685  -0.548771  7.1133  0.4889 -5.0972  0.0438 -0.2325  0.0749   0.0749  -53.4061    0.0946  0.0000  0.0000 -99.0000 -99.0000 -99.0000                                                              861655.000000
  9.569653  -1.675640  6.3780  0.3811 -8.9067  0.0950  0.4361  0.1048   0.1048   82.1327    0.0558  1.0000  0.0000 -99.0000 -99.0000 -99.0000 537434.0000
 14.353582   4.304273  5.2104  0.2233 -5.8379  0.0674 -0.3982  0.0549   0.0549   26.6318    0.0864  0.0000  0.0000 -99.0000 -99.0000 -99.0000                                                              527889.000000
-17.992146  -1.417728  8.2134  0.7040 -7.9555  0.1008 -0.1946  0.0478   0.0478  -93.9862    0.0654  1.0000  0.0000 -99.0000 -99.0000 -99.0000 192637.0000
